period,tail,head,kin_in_org,owner_of,prior_comembership,is_shareholder
2010,903,2828,1,0,0,0
2010,903,3145,1,0,0,0
2010,903,3825,0,0,0,1
2010,903,3922,1,0,0,0
2010,903,5049,1,0,0,0
2010,903,5050,1,0,0,0
2010,903,5482,1,0,0,0
2010,912,3145,1,0,0,0
2010,912,5049,1,0,0,0
2010,912,5050,1,0,0,0
2010,912,5480,1,0,0,0
2010,915,5276,0,0,0,1
2010,922,4869,0,0,0,1
2010,924,5240,0,0,0,1
2010,927,5240,0,0,0,1
2010,930,2828,1,0,0,0
2010,930,3145,1,0,0,0
2010,930,3922,1,0,0,0
2010,930,5480,1,0,0,0
2010,930,5482,1,0,0,0
2010,960,3063,1,0,0,0
2010,960,3113,1,0,0,0
2010,960,3115,1,0,0,1
2010,960,4929,1,0,0,1
2010,962,2611,0,0,1,0
2010,962,3112,1,0,0,0
2010,962,3115,0,0,0,1
2010,962,4929,0,0,1,1
2010,963,4500,0,0,0,1
2010,963,5179,0,0,0,1
2010,979,4798,0,0,0,1
2010,984,4043,0,0,0,1
2010,986,3887,0,0,1,0
2010,986,4656,0,0,1,0
2010,986,4830,0,0,1,0
2010,992,2639,0,1,0,0
2010,992,3305,0,0,1,0
2010,992,3588,0,1,0,0
2010,992,3790,0,1,0,0
2010,992,4821,0,1,0,0
2010,997,3937,0,0,1,0
2010,999,3279,0,0,1,0
2010,999,4184,0,0,1,0
2010,999,4464,0,0,1,0
2010,999,4635,0,0,1,0
2010,1000,2980,0,0,0,1
2010,1002,3089,0,0,1,0
2010,1002,3290,0,0,1,0
2010,1002,3631,0,0,1,0
2010,1002,3726,0,1,1,0
2010,1002,3814,0,1,0,0
2010,1002,3857,0,1,0,0
2010,1002,3956,0,0,1,0
2010,1002,3995,0,0,1,0
2010,1002,4117,0,1,1,0
2010,1002,4131,0,1,0,0
2010,1002,4528,0,1,0,0
2010,1002,4588,0,1,0,0
2010,1002,4758,0,1,0,0
2010,1002,4826,0,1,0,0
2010,1002,4950,0,1,0,0
2010,1002,5212,0,1,0,0
2010,1002,5276,0,0,1,0
2010,1004,2802,0,0,1,0
2010,1004,4197,0,1,1,1
2010,1005,3407,0,0,0,1
2010,1008,5251,0,0,0,1
2010,1009,3179,0,0,1,0
2010,1009,3220,0,1,1,0
2010,1009,3531,0,0,1,0
2010,1009,3625,0,1,0,0
2010,1009,4180,0,0,1,0
2010,1009,4227,0,0,1,0
2010,1009,5403,0,0,1,0
2010,1009,5409,0,0,1,0
2010,1011,4525,0,0,0,1
2010,1017,2768,0,0,1,0
2010,1017,3995,0,1,0,0
2010,1019,4156,0,0,0,1
2010,1023,2855,0,0,0,1
2010,1028,4889,0,0,0,1
2010,1029,4889,0,0,0,1
2010,1034,2664,0,1,0,0
2010,1034,2682,0,1,0,0
2010,1034,2856,0,0,1,0
2010,1034,2946,0,1,0,0
2010,1034,2968,0,1,1,0
2010,1034,3131,0,1,0,0
2010,1034,3209,0,1,0,0
2010,1034,4539,0,1,0,0
2010,1034,4577,0,1,0,0
2010,1034,5133,0,1,0,0
2010,1034,5408,0,0,1,0
2010,1034,5416,0,0,1,0
2010,1035,4806,0,0,1,0
2010,1039,2663,0,0,1,0
2010,1039,2665,0,0,1,0
2010,1039,2701,0,0,1,0
2010,1039,3965,0,0,1,0
2010,1039,4609,0,0,1,0
2010,1039,5170,0,0,1,0
2010,1039,5226,0,0,1,0
2010,1039,5346,0,0,1,0
2010,1039,5426,0,0,1,0
2010,1040,5241,0,0,1,0
2010,1041,4288,0,0,1,0
2010,1045,4326,0,0,0,1
2010,1046,3685,0,0,0,1
2010,1047,5241,0,0,1,0
2010,1052,4497,0,0,1,1
2010,1053,2824,0,1,0,0
2010,1053,3788,0,1,0,0
2010,1054,3551,0,0,1,0
2010,1054,4498,0,0,1,0
2010,1054,4892,0,0,1,0
2010,1054,5026,0,0,1,0
2010,1054,5161,0,0,1,0
2010,1058,5058,0,0,0,1
2010,1060,4806,0,0,1,0
2010,1062,4265,0,0,0,1
2010,1066,4134,0,0,0,1
2010,1066,4998,0,0,0,1
2010,1066,5041,0,0,1,0
2010,1068,2676,0,0,1,1
2010,1070,2676,0,0,1,1
2010,1077,4268,0,0,1,0
2010,1078,4677,0,0,1,0
2010,1080,5027,0,0,1,0
2010,1081,5027,0,0,1,0
2010,1085,3187,0,0,1,0
2010,1103,3548,0,0,1,0
2010,1103,3822,0,0,1,0
2010,1103,3940,0,0,1,0
2010,1103,4011,0,0,1,0
2010,1103,4210,0,0,1,0
2010,1103,5168,0,0,1,0
2010,1110,5195,0,0,0,1
2010,1111,3940,0,1,0,0
2010,1111,4012,0,0,0,1
2010,1111,4746,0,1,0,0
2010,1117,4598,0,0,1,0
2010,1118,4598,0,0,1,0
2010,1120,5284,0,0,0,1
2010,1123,3692,0,0,0,1
2010,1132,5320,0,0,1,0
2010,1139,2856,0,0,1,0
2010,1139,3131,0,1,0,0
2010,1139,3266,0,0,1,0
2010,1139,4266,0,1,0,0
2010,1139,4535,0,0,1,0
2010,1139,5103,0,1,0,0
2010,1139,5189,0,0,1,0
2010,1139,5416,0,0,1,0
2010,1139,5425,0,0,1,0
2010,1144,3272,0,0,1,0
2010,1154,3353,0,0,0,1
2010,1154,3527,0,0,0,1
2010,1154,3666,0,0,0,1
2010,1154,3939,0,1,0,0
2010,1154,4333,0,0,1,0
2010,1154,5481,0,0,1,0
2010,1155,2855,0,0,0,1
2010,1155,3534,0,0,0,1
2010,1155,3666,0,0,1,0
2010,1155,3939,0,1,0,0
2010,1155,4333,0,0,1,0
2010,1155,5481,0,0,1,0
2010,1159,3666,0,0,1,0
2010,1159,3939,0,1,0,0
2010,1159,4333,0,0,1,0
2010,1160,4547,0,0,0,1
2010,1161,3666,0,0,1,0
2010,1161,3939,0,1,0,0
2010,1161,4333,0,0,1,0
2010,1161,5481,0,0,1,0
2010,1171,4024,0,0,0,1
2010,1173,3159,0,0,1,0
2010,1173,3456,0,0,1,0
2010,1173,3846,0,1,0,1
2010,1173,3847,0,0,1,0
2010,1173,3903,0,0,1,0
2010,1173,4161,0,0,1,0
2010,1173,4264,0,0,1,0
2010,1173,5047,0,0,1,0
2010,1173,5435,0,0,1,0
2010,1174,3620,0,0,1,0
2010,1176,3990,0,0,1,0
2010,1179,3765,0,0,1,0
2010,1183,5102,0,0,1,0
2010,1187,4361,0,1,0,0
2010,1187,4855,0,1,0,0
2010,1188,4761,0,0,0,1
2010,1208,3127,0,0,0,1
2010,1208,3500,0,0,0,1
2010,1208,5104,0,0,0,1
2010,1208,5145,0,0,0,1
2010,1210,2794,0,0,0,1
2010,1210,3978,0,0,0,1
2010,1213,4859,0,0,0,1
2010,1225,3127,0,0,0,1
2010,1225,3500,0,0,0,1
2010,1225,4928,0,0,1,1
2010,1225,5104,0,0,0,1
2010,1225,5145,0,0,0,1
2010,1226,3127,0,0,0,1
2010,1226,3500,0,0,0,1
2010,1226,5104,0,0,0,1
2010,1227,5157,0,0,1,0
2010,1231,3500,0,0,1,0
2010,1231,4928,0,0,1,0
2010,1239,2905,0,0,1,0
2010,1239,3024,0,0,1,0
2010,1239,3047,0,0,1,0
2010,1239,3889,0,0,1,0
2010,1239,4195,0,0,1,0
2010,1239,4815,0,0,1,0
2010,1239,5232,0,0,1,0
2010,1239,5444,0,0,1,0
2010,1241,3648,0,0,1,1
2010,1244,3765,0,0,1,0
2010,1244,4841,0,0,1,0
2010,1244,4987,0,0,1,0
2010,1248,4140,0,0,0,1
2010,1250,3773,0,0,0,1
2010,1252,5344,0,0,0,1
2010,1254,2656,0,0,0,1
2010,1254,3159,0,0,1,0
2010,1254,3456,0,0,1,0
2010,1254,3847,0,0,1,0
2010,1254,3903,0,0,1,0
2010,1254,4063,0,0,0,1
2010,1254,4161,0,0,1,0
2010,1254,4264,0,0,1,0
2010,1254,5047,0,0,1,0
2010,1254,5435,0,0,1,0
2010,1261,5320,0,0,1,0
2010,1263,5157,0,0,1,0
2010,1274,4345,0,0,0,1
2010,1282,5108,0,0,0,1
2010,1283,5276,0,1,0,0
2010,1288,2849,0,0,0,1
2010,1289,3775,0,0,0,1
2010,1289,5357,0,0,0,1
2010,1290,3775,0,1,0,0
2010,1295,5192,0,0,0,1
2010,1296,5192,0,0,0,1
2010,1299,4538,0,0,0,1
2010,1302,4112,0,0,0,1
2010,1313,4961,0,0,1,0
2010,1313,5199,0,0,1,1
2010,1313,5256,0,0,1,0
2010,1326,5192,0,0,0,1
2010,1326,5271,0,1,0,0
2010,1334,4890,0,0,0,1
2010,1335,2713,0,0,0,1
2010,1335,5199,0,0,0,1
2010,1336,4434,0,0,0,1
2010,1338,4927,0,0,0,1
2010,1338,5199,0,0,1,1
2010,1346,4911,0,0,0,1
2010,1352,3202,0,0,1,1
2010,1358,2856,0,0,1,0
2010,1358,2946,0,0,1,0
2010,1358,4577,0,0,1,0
2010,1358,5189,0,0,1,0
2010,1358,5416,0,0,1,0
2010,1361,4547,0,0,0,1
2010,1367,4234,0,0,0,1
2010,1378,3798,0,0,0,1
2010,1379,3798,0,0,0,1
2010,1380,3798,0,0,0,1
2010,1381,3798,0,0,0,1
2010,1382,3527,0,0,0,1
2010,1383,3006,0,1,0,1
2010,1383,4727,0,0,0,1
2010,1385,4957,0,0,0,1
2010,1386,4957,0,0,0,1
2010,1389,2971,0,0,0,1
2010,1391,3034,0,0,0,1
2010,1395,3812,0,0,0,1
2010,1395,3813,0,0,0,1
2010,1395,4279,0,0,0,1
2010,1395,4486,0,0,0,1
2010,1401,3089,0,0,1,0
2010,1401,3290,0,0,1,0
2010,1401,3556,0,0,1,0
2010,1401,3631,0,0,1,0
2010,1401,3726,0,0,1,0
2010,1401,3956,0,0,1,0
2010,1401,3995,0,0,1,0
2010,1401,4117,0,0,1,0
2010,1408,3055,0,0,1,0
2010,1410,4390,0,0,0,1
2010,1415,3179,0,0,1,0
2010,1415,3220,0,1,1,0
2010,1415,3531,0,0,1,0
2010,1415,3625,0,1,0,0
2010,1415,4180,0,0,1,0
2010,1415,4227,0,0,1,0
2010,1415,5403,0,0,1,0
2010,1415,5409,0,0,1,0
2010,1417,4326,0,1,0,0
2010,1423,3159,0,0,1,0
2010,1423,3456,0,0,1,0
2010,1423,3847,0,0,1,0
2010,1423,3903,0,0,1,0
2010,1423,4161,0,0,1,0
2010,1423,4264,0,0,1,0
2010,1423,5047,0,0,1,0
2010,1423,5435,0,0,1,0
2010,1423,5467,0,0,1,0
2010,1426,3421,0,0,1,0
2010,1426,4392,0,0,1,0
2010,1426,5183,0,0,1,0
2010,1426,5234,0,0,1,0
2010,1426,5457,0,0,1,0
2010,1428,3927,0,0,1,0
2010,1428,4825,0,0,1,0
2010,1431,4233,0,0,1,0
2010,1432,3035,0,0,0,1
2010,1434,3021,0,0,1,0
2010,1434,3696,0,0,1,0
2010,1434,4209,0,0,1,0
2010,1434,4530,0,0,1,0
2010,1436,5474,1,0,0,0
2010,1437,3145,1,0,0,0
2010,1438,3145,1,0,0,0
2010,1438,5474,1,0,0,0
2010,1446,4065,0,0,0,1
2010,1447,4344,0,0,1,0
2010,1448,4344,0,0,1,0
2010,1449,4344,0,0,1,0
2010,1451,2663,0,0,1,0
2010,1451,2665,0,0,1,0
2010,1451,2701,0,0,1,0
2010,1451,3965,0,0,1,0
2010,1451,4609,0,0,1,0
2010,1451,5226,0,0,1,0
2010,1451,5346,0,0,1,0
2010,1451,5426,0,0,1,0
2010,1458,2885,0,0,0,1
2010,1460,3187,0,0,1,0
2010,1464,4684,0,0,1,0
2010,1467,5429,0,0,1,0
2010,1468,4323,0,0,1,0
2010,1468,5429,0,0,1,0
2010,1474,2647,0,0,0,1
2010,1474,2954,0,0,0,1
2010,1474,4306,0,0,0,1
2010,1476,2984,0,0,1,0
2010,1476,3283,0,0,1,0
2010,1476,5254,0,0,1,0
2010,1486,2984,0,0,1,0
2010,1486,3283,0,0,1,0
2010,1486,5254,0,0,1,0
2010,1487,2855,0,0,0,1
2010,1487,2856,0,0,0,1
2010,1487,2984,0,0,1,0
2010,1487,4908,0,0,0,1
2010,1490,4145,0,0,1,0
2010,1490,4534,0,0,1,0
2010,1497,3862,0,0,0,1
2010,1497,5321,0,0,0,1
2010,1506,2933,0,0,0,1
2010,1506,4908,0,0,0,1
2010,1508,2651,0,0,1,0
2010,1508,5368,0,0,1,0
2010,1508,5369,0,0,1,0
2010,1508,5373,0,0,1,0
2010,1508,5376,0,0,1,0
2010,1509,3862,0,0,0,1
2010,1510,4647,0,0,0,1
2010,1511,2933,0,0,0,1
2010,1512,4908,0,0,0,1
2010,1513,3205,1,0,0,0
2010,1513,3458,1,0,0,0
2010,1513,4908,0,0,0,1
2010,1514,4172,0,0,0,1
2010,1522,2984,0,0,1,0
2010,1522,3283,0,0,1,0
2010,1522,5254,0,0,1,0
2010,1528,4752,0,0,0,1
2010,1532,2986,0,0,0,1
2010,1535,5011,0,0,0,1
2010,1537,2833,0,0,1,0
2010,1537,4521,0,0,1,0
2010,1537,5413,0,0,1,0
2010,1542,5396,0,0,1,0
2010,1552,2703,0,0,1,0
2010,1554,2954,0,0,1,0
2010,1554,3012,0,0,1,0
2010,1554,4129,0,0,1,0
2010,1554,4306,0,0,1,0
2010,1580,3536,0,0,0,1
2010,1587,3841,0,0,1,0
2010,1589,3841,0,0,1,0
2010,1593,4846,0,0,1,0
2010,1596,2855,0,1,0,0
2010,1596,3353,0,1,0,0
2010,1596,3939,0,1,0,0
2010,1596,4351,0,1,0,0
2010,1600,4463,0,0,0,1
2010,1613,3901,0,0,0,1
2010,1616,4275,0,0,1,0
2010,1616,4276,0,0,1,0
2010,1617,2982,0,0,0,1
2010,1619,3901,0,0,0,1
2010,1622,3123,0,0,1,0
2010,1622,3195,0,0,1,0
2010,1623,3323,0,0,1,0
2010,1623,4275,0,0,1,0
2010,1623,4276,0,0,1,0
2010,1623,4277,0,0,1,0
2010,1623,5246,0,0,1,0
2010,1626,3901,0,0,0,1
2010,1632,4143,0,0,0,1
2010,1636,2664,0,1,0,0
2010,1636,2682,0,1,0,0
2010,1636,2856,0,0,1,0
2010,1636,2946,0,1,0,0
2010,1636,2968,0,1,1,0
2010,1636,3131,0,1,0,0
2010,1636,3209,0,1,0,0
2010,1636,4539,0,1,0,0
2010,1636,4577,0,1,0,0
2010,1636,5133,0,1,0,0
2010,1636,5408,0,0,1,0
2010,1636,5416,0,0,1,0
2010,1638,3982,0,0,0,1
2010,1638,4079,0,0,0,1
2010,1640,4079,0,0,0,1
2010,1643,3526,1,0,0,0
2010,1643,3977,0,0,0,1
2010,1643,4079,0,0,0,1
2010,1645,3266,0,0,1,0
2010,1645,3830,0,0,1,0
2010,1645,4535,0,0,1,0
2010,1645,5189,0,0,1,0
2010,1645,5425,0,0,1,0
2010,1649,2663,0,0,1,0
2010,1649,2665,0,0,1,0
2010,1649,2701,0,0,1,0
2010,1649,3947,0,0,1,0
2010,1649,3965,0,0,1,0
2010,1649,4609,0,0,1,0
2010,1649,4845,0,0,1,0
2010,1649,5226,0,0,1,0
2010,1649,5346,0,0,1,0
2010,1649,5426,0,0,1,0
2010,1652,2927,0,1,0,0
2010,1652,3023,0,1,0,0
2010,1652,3482,0,1,0,0
2010,1652,3782,0,1,0,0
2010,1652,4225,0,1,0,0
2010,1652,4292,0,1,0,0
2010,1652,4600,0,1,0,0
2010,1652,4937,0,1,0,0
2010,1652,5034,0,1,0,0
2010,1655,4846,0,0,1,0
2010,1665,3272,0,0,1,0
2010,1666,2981,0,0,0,1
2010,1672,2659,0,0,1,0
2010,1672,2664,0,0,1,0
2010,1672,3013,0,0,1,0
2010,1672,3235,0,0,1,0
2010,1672,3576,0,0,1,0
2010,1672,3819,0,0,1,0
2010,1692,2639,0,0,0,1
2010,1693,3089,0,0,1,0
2010,1693,3290,0,0,1,0
2010,1693,3631,0,0,1,0
2010,1693,3726,0,1,1,0
2010,1693,3814,0,1,0,0
2010,1693,3857,0,1,0,0
2010,1693,3956,0,0,1,0
2010,1693,3995,0,0,1,0
2010,1693,4117,0,1,1,0
2010,1693,4131,0,1,0,0
2010,1693,4528,0,1,0,0
2010,1693,4588,0,1,0,0
2010,1693,4758,0,1,0,0
2010,1693,4826,0,1,0,0
2010,1693,4950,0,1,0,0
2010,1693,5212,0,1,0,0
2010,1693,5276,0,0,1,0
2010,1694,2808,0,1,0,1
2010,1694,2820,0,0,1,1
2010,1694,3697,0,1,0,1
2010,1694,4168,0,0,0,1
2010,1694,4170,0,1,1,1
2010,1694,4305,0,1,0,1
2010,1696,2808,0,0,0,1
2010,1696,4170,0,0,0,1
2010,1699,2808,0,1,1,1
2010,1699,2820,0,0,1,0
2010,1699,3339,0,0,0,1
2010,1699,3697,0,1,0,1
2010,1699,4170,0,1,1,1
2010,1705,3622,0,0,0,1
2010,1719,3548,1,0,0,0
2010,1719,3822,1,0,0,0
2010,1719,3869,1,0,0,0
2010,1719,3940,1,0,0,0
2010,1719,4011,1,0,0,0
2010,1719,4205,1,0,0,0
2010,1719,4206,1,0,0,0
2010,1719,4208,1,0,0,0
2010,1719,4210,1,0,0,0
2010,1719,4469,1,0,0,0
2010,1719,5168,1,0,0,0
2010,1719,5170,1,0,0,0
2010,1719,5175,1,0,0,0
2010,1719,5202,1,0,0,0
2010,1721,3894,0,0,1,0
2010,1721,3900,0,0,0,1
2010,1721,4549,0,0,0,1
2010,1721,4973,0,0,1,0
2010,1727,3894,0,0,1,0
2010,1727,4549,0,0,0,1
2010,1732,4403,0,0,1,0
2010,1736,3548,1,0,0,0
2010,1736,3627,1,0,0,0
2010,1736,3822,1,0,0,0
2010,1736,3869,1,0,0,0
2010,1736,3940,1,0,0,0
2010,1736,4011,1,0,0,0
2010,1736,4012,0,0,0,1
2010,1736,4205,0,0,1,0
2010,1736,4208,0,0,1,0
2010,1736,4210,1,0,0,0
2010,1736,4469,1,0,0,0
2010,1736,4746,0,0,0,1
2010,1736,5168,1,0,0,0
2010,1736,5170,1,0,0,0
2010,1736,5175,0,0,1,0
2010,1736,5202,1,0,0,0
2010,1742,3548,1,0,0,0
2010,1742,3627,1,0,0,0
2010,1742,3822,1,0,0,0
2010,1742,3940,1,0,0,0
2010,1742,3965,0,0,1,0
2010,1742,4011,1,0,0,0
2010,1742,4012,0,0,0,1
2010,1742,4182,0,1,1,0
2010,1742,4205,1,0,0,0
2010,1742,4206,1,0,0,0
2010,1742,4208,1,0,0,0
2010,1742,4210,1,0,0,0
2010,1742,4469,0,0,1,0
2010,1742,4610,0,0,0,1
2010,1742,4746,0,0,0,1
2010,1742,5168,1,0,0,0
2010,1742,5170,0,0,1,0
2010,1742,5175,1,0,0,0
2010,1744,2855,0,0,0,1
2010,1744,3548,0,0,1,0
2010,1744,3627,1,0,0,0
2010,1744,3853,0,0,0,1
2010,1744,3869,1,0,0,0
2010,1744,3940,0,0,1,0
2010,1744,4011,0,0,0,1
2010,1744,4012,0,1,0,1
2010,1744,4023,0,0,0,1
2010,1744,4205,1,0,0,0
2010,1744,4206,1,0,0,0
2010,1744,4208,1,0,0,1
2010,1744,4210,0,0,0,1
2010,1744,4232,0,0,1,0
2010,1744,4469,1,0,0,0
2010,1744,4746,0,0,0,1
2010,1744,5168,0,0,0,1
2010,1744,5170,1,0,0,0
2010,1744,5175,1,0,0,0
2010,1744,5202,1,0,0,0
2010,1745,4403,0,0,1,0
2010,1754,4610,0,0,0,1
2010,1758,4403,0,0,1,0
2010,1764,5292,0,0,0,1
2010,1766,3548,1,0,0,0
2010,1766,3822,1,0,0,0
2010,1766,3940,1,0,0,0
2010,1766,4011,1,0,0,0
2010,1766,4210,1,0,0,1
2010,1766,4746,0,0,0,1
2010,1766,5168,1,0,0,1
2010,1767,4765,0,0,0,1
2010,1768,4774,0,0,1,0
2010,1769,4328,0,0,0,1
2010,1772,2699,0,0,1,0
2010,1774,3159,0,0,1,0
2010,1774,3456,0,0,1,0
2010,1774,3847,0,0,1,0
2010,1774,3903,0,0,1,0
2010,1774,4161,0,0,1,0
2010,1774,4264,0,0,1,0
2010,1774,5047,0,0,1,0
2010,1774,5435,0,0,1,0
2010,1774,5467,0,0,1,0
2010,1776,3089,1,0,0,0
2010,1776,3211,0,0,0,1
2010,1776,3631,1,0,0,0
2010,1776,4875,1,0,0,0
2010,1785,3600,0,0,1,0
2010,1785,3824,0,1,0,0
2010,1785,4491,0,0,1,0
2010,1785,4791,0,1,0,0
2010,1785,4822,0,0,1,0
2010,1785,4958,0,0,1,0
2010,1785,5271,0,1,0,0
2010,1785,5402,0,0,1,0
2010,1785,5410,0,0,1,0
2010,1785,5412,0,0,1,0
2010,1788,2913,0,0,0,1
2010,1793,5146,0,0,1,0
2010,1794,2699,0,0,1,0
2010,1795,2954,0,1,0,0
2010,1796,2699,0,0,1,0
2010,1809,3313,0,0,1,0
2010,1810,3313,0,0,1,0
2010,1814,3685,0,0,1,1
2010,1815,3685,0,0,1,1
2010,1817,5283,0,0,0,1
2010,1818,2858,0,0,1,0
2010,1821,4880,0,1,0,0
2010,1824,5133,0,0,1,1
2010,1824,5235,0,0,1,0
2010,1825,5415,0,0,1,0
2010,1825,5459,0,0,1,0
2010,1827,4039,0,0,0,1
2010,1828,3072,0,0,0,1
2010,1831,4268,0,0,1,0
2010,1834,3022,0,0,1,0
2010,1834,3023,0,1,0,0
2010,1834,3137,0,0,1,0
2010,1834,3259,0,0,1,0
2010,1834,5193,0,0,1,0
2010,1835,3022,0,0,1,0
2010,1835,3023,0,1,0,0
2010,1838,2628,0,1,0,0
2010,1838,3423,0,1,1,0
2010,1838,4419,0,1,1,0
2010,1838,4581,0,1,1,0
2010,1839,2628,0,1,0,0
2010,1839,3423,0,0,1,0
2010,1839,4419,0,0,1,0
2010,1839,4581,0,0,1,0
2010,1840,2628,0,1,0,0
2010,1840,3423,0,1,1,0
2010,1840,4419,0,1,1,0
2010,1840,4581,0,1,1,0
2010,1841,2628,0,1,0,0
2010,1841,3423,0,1,1,0
2010,1841,4419,0,1,1,0
2010,1841,4581,0,1,1,0
2010,1845,5396,0,0,1,0
2010,1846,3031,0,0,0,1
2010,1847,4205,0,0,1,0
2010,1847,4206,0,0,1,0
2010,1847,4208,0,0,1,0
2010,1847,5175,0,0,1,0
2010,1848,5470,0,0,1,0
2010,1849,4488,0,1,0,0
2010,1851,2930,0,1,0,0
2010,1851,2931,0,0,1,0
2010,1854,2986,0,1,0,0
2010,1854,3294,0,1,0,0
2010,1854,3426,0,1,0,0
2010,1854,3640,0,1,0,0
2010,1854,3723,0,1,0,0
2010,1854,3965,0,1,0,0
2010,1854,4306,0,1,0,0
2010,1854,4510,0,1,0,0
2010,1854,4531,0,1,0,0
2010,1854,4646,0,1,0,0
2010,1854,4654,0,1,0,0
2010,1854,4656,0,1,0,0
2010,1854,4830,0,1,0,0
2010,1854,4843,0,1,0,0
2010,1854,5002,0,1,0,0
2010,1854,5012,0,1,0,0
2010,1854,5226,0,1,0,0
2010,1855,3426,0,1,0,0
2010,1855,5133,0,1,1,0
2010,1855,5134,0,1,0,0
2010,1855,5235,0,0,1,0
2010,1861,5032,0,0,0,1
2010,1863,3184,0,0,1,0
2010,1866,4084,0,0,0,1
2010,1868,5102,0,0,1,0
2010,1869,2852,0,0,1,0
2010,1869,3101,0,0,1,0
2010,1869,3820,0,0,1,0
2010,1869,3821,0,0,1,0
2010,1869,3823,0,0,1,0
2010,1869,3899,0,0,1,0
2010,1869,4328,0,0,1,1
2010,1869,5074,0,0,1,0
2010,1869,5076,0,1,1,0
2010,1869,5083,0,0,1,0
2010,1869,5090,0,1,0,0
2010,1869,5313,0,1,0,0
2010,1870,2852,0,0,1,0
2010,1870,2969,0,0,1,0
2010,1870,2996,0,0,1,0
2010,1870,3101,0,0,1,0
2010,1870,3298,0,0,1,0
2010,1870,3336,0,0,1,0
2010,1870,3403,0,0,1,0
2010,1870,3820,0,0,1,0
2010,1870,3821,0,0,1,0
2010,1870,3823,0,0,1,0
2010,1870,4328,0,0,1,1
2010,1870,4993,0,0,1,0
2010,1870,5074,0,0,1,0
2010,1870,5076,0,1,1,0
2010,1870,5083,0,0,1,0
2010,1870,5090,0,1,1,0
2010,1870,5313,0,1,0,0
2010,1871,2737,0,1,0,0
2010,1871,2852,0,0,1,0
2010,1871,2996,0,0,1,0
2010,1871,3039,0,0,1,0
2010,1871,3101,0,0,1,0
2010,1871,3820,0,0,1,0
2010,1871,3821,0,0,1,0
2010,1871,3823,0,0,1,0
2010,1871,3899,0,0,1,0
2010,1871,4328,0,0,1,1
2010,1871,4579,0,0,1,0
2010,1871,5074,0,0,1,0
2010,1871,5076,0,1,1,0
2010,1871,5083,0,0,1,0
2010,1871,5090,0,1,0,0
2010,1876,3548,1,0,0,0
2010,1876,4232,1,0,0,0
2010,1877,2855,0,0,0,1
2010,1877,3548,0,0,1,0
2010,1877,3822,0,0,1,0
2010,1877,3940,0,0,1,0
2010,1877,4011,0,0,1,0
2010,1877,4210,0,0,1,0
2010,1877,5168,0,0,1,0
2010,1879,3548,0,0,1,0
2010,1879,3822,0,0,1,0
2010,1879,3940,0,0,1,0
2010,1879,4011,0,0,1,0
2010,1879,4210,0,0,1,0
2010,1879,4232,0,0,1,0
2010,1879,5168,0,0,1,0
2010,1881,2620,0,0,0,1
2010,1884,4801,0,0,0,1
2010,1890,3004,0,0,1,0
2010,1890,3005,0,0,1,0
2010,1890,4342,0,0,1,0
2010,1891,3004,0,0,1,0
2010,1891,3005,0,0,0,1
2010,1891,4342,0,0,1,0
2010,1892,3004,0,0,1,0
2010,1892,3005,0,0,1,0
2010,1892,4342,0,0,1,0
2010,1900,4373,0,0,0,1
2010,1901,3173,0,0,1,0
2010,1901,3417,0,0,1,0
2010,1902,5415,0,0,1,0
2010,1902,5459,0,0,1,0
2010,1904,2750,0,0,0,1
2010,1905,2648,0,1,0,0
2010,1905,2808,0,1,0,0
2010,1905,2925,0,1,0,0
2010,1905,2928,0,1,0,0
2010,1905,3004,0,1,0,0
2010,1905,3023,0,1,0,0
2010,1905,3029,0,1,0,0
2010,1905,3482,0,1,0,0
2010,1905,4225,0,1,0,0
2010,1905,4292,0,1,0,0
2010,1905,4307,0,1,0,0
2010,1905,4467,0,1,0,0
2010,1905,4589,0,1,0,0
2010,1905,4600,0,1,0,0
2010,1905,4843,0,1,0,0
2010,1905,5072,0,1,0,0
2010,1906,4816,0,0,0,1
2010,1907,4236,0,0,0,1
2010,1923,2889,0,0,1,0
2010,1923,3021,0,0,1,0
2010,1923,3696,0,0,1,0
2010,1923,3896,0,0,0,1
2010,1923,4209,0,0,1,0
2010,1923,4530,0,0,1,0
2010,1924,3896,0,0,0,1
2010,1925,2889,0,0,1,0
2010,1925,3021,0,0,1,0
2010,1925,3548,0,1,0,0
2010,1925,3896,0,0,0,1
2010,1925,5207,0,1,0,0
2010,1925,5264,0,1,0,0
2010,1928,3622,0,0,0,1
2010,1930,2639,0,1,0,0
2010,1930,3305,0,0,1,0
2010,1930,3588,0,1,0,0
2010,1930,3790,0,1,0,0
2010,1930,4821,0,1,0,0
2010,1934,4416,0,0,0,1
2010,1950,2777,0,0,1,0
2010,1950,4145,0,0,1,0
2010,1950,4334,0,0,1,0
2010,1950,5060,0,0,1,0
2010,1950,5094,0,0,1,0
2010,1952,4449,0,0,0,1
2010,1953,3600,0,0,1,0
2010,1953,4491,0,0,1,0
2010,1953,4822,0,0,1,0
2010,1953,4958,0,0,1,0
2010,1953,5402,0,0,1,0
2010,1953,5410,0,0,1,0
2010,1953,5412,0,0,1,0
2010,1955,2768,0,1,0,0
2010,1955,3089,0,0,1,0
2010,1955,3290,0,0,1,0
2010,1955,3631,0,0,1,0
2010,1955,3726,0,1,1,0
2010,1955,3814,0,1,0,0
2010,1955,3857,0,1,0,0
