spell_id,person_id,person_label,org_id,org_label,role_canonical,layer,tie_class,onset,terminus,onset_lo,onset_hi,terminus_lo,terminus_hi,left_censored,right_censored,onset_interval_censored,terminus_interval_censored,onset_rule,terminus_rule,onset_event_id,terminus_event_id,expected_end_date,duration_days,duration_lo,duration_hi,evidence_n,evidence_tier,link_status,confidence,needs_review
SP_610f9e0981c366c42394,PERSON_RIAHI_MEHREZ,MEHREZ RIAHI,CO_AMEN_BANK,AMEN BANK,unspecified,corporate,corporate_officer,2012-05-31,2008-01-31,2012-05-31,2012-05-31,2012-05-31,2008-01-31,False,False,False,True,event:appointed,org_dissolved,EV_97f87fa85e700846e2a4,,,-1582,0,0,1,gazette_dated,resolved,0.5425,False
SP_42c78dde80c4f634eeeb,PERSON_CHARVET_DIDIER,DIDIER CHARVET,CO_ORANGE_TUNISIE,ORANGE TUNISIE,dg,corporate,corporate_officer,2012-09-06,,2012-09-06,2012-09-06,,2012-12-31,False,True,False,False,event:appointed,,EV_943dd7cee4c9b9b13c8f,,,,,,1,gazette_dated,resolved,0.765,False
SP_f14a3290b604a6212c8a,PERSON_CHERPION_FRANCOIS,FRANCOIS CHERPION,CO_CIMENTS_DENFIDHA,SOCIETE DES CIMENTS DENFIDHA,president_ca,corporate,corporate_officer,2012-07-24,,2012-07-24,2012-07-24,,2012-12-31,False,True,False,False,event:appointed,,EV_05746218b7f146037eae,,,,,,1,gazette_dated,ambiguous,0.6205,True
SP_2988b1cce06a3a1dd2be,PERSON_HAMAMI_MOHAMED_ANIS,MOHAMED ANIS HAMMAMI,CO_INNOVATION_AND_CONSULTING_IN_ENGINEERING,INNOVATION AND CONSULTING IN ENGINEERING,commissaire_aux_comptes,corporate,corporate_officer,2012-07-17,,2012-07-17,2012-07-17,,2012-12-31,False,True,False,False,event:appointed,,EV_ed662491acaad209cd8a,,,,,,1,gazette_dated,resolved,0.63,False
SP_2427651aaea9da0bc3ad,PERSON_BENAYED_NOUREDINE,NOUREDDINE BEN-AYED,CO_BATIMENT,BATIMENT +,pdg,corporate,corporate_officer,2012-09-08,2011-12-10,2012-09-08,2012-09-08,2012-09-08,2011-12-10,False,False,False,True,event:appointed,org_dissolved,EV_74b800a56eebc5a2bcef,,2015-09-08,-273,0,0,1,gazette_dated,ambiguous,0.45,True
SP_2fad7b2a3fb369a3178b,PERSON_BOURICHA_MEHDI,MEHDI BOURICHA,CO_NOVAPLAS,NOVAPLAS,cogerant,corporate,corporate_officer,2012-05-30,,2012-05-30,2012-05-30,,2012-12-31,False,True,False,False,event:appointed,,EV_33bd1794baf74b07dd76,,,,,,1,gazette_dated,resolved,0.63,False
SP_4fc2adec2a9c3a1d175f,PERSON_FAJARI_NASAMET,NASSAMET FAJJARI,CO_DIMPORT_EXPORT_TOUS_PRODUITS_ITALIEN,SOCIETE DIMPORT EXPORT TOUS PRODUITS ITALIEN,gerant,corporate,corporate_officer,2012-09-21,,2012-09-21,2012-09-21,,2012-12-31,False,True,False,False,event:appointed,,EV_ea46b7516309ecbe2b2f,,,,,,1,gazette_dated,resolved,0.6624,False
SP_7e1991b802038de517b9,PERSON_CHABCHOUB_MOHAMED,MOHAMED CHABCHOUB,CO_ESSEYAHA,ESSEYAHA,administrateur,corporate,corporate_officer,,,,2012-07-16,,2012-12-31,True,True,True,False,renewal_implies_earlier_onset,,EV_197cdb1af0d1196dcd70,,,,,,1,gazette_dated,resolved,0.8325,False
SP_a1b00d1a40178162e1a4,PERSON_CHABCHOUB_AFIFA,AFIFA CHABCHOUB,CO_ESSEYAHA,ESSEYAHA,administrateur,corporate,corporate_officer,,,,2012-07-16,,2012-12-31,True,True,True,False,renewal_implies_earlier_onset,,EV_14611cab0d1a1852ec6e,,,,,,1,gazette_dated,resolved,0.8325,False
SP_af929945ec9e2ba98021,PERSON_CHABCHOUB_MOHAMED_AMIN,MOHAMED AMIN CHABCHOUB,CO_RETEL,RETEL,administrateur,corporate,corporate_officer,,,,2012-07-26,,2012-12-31,True,True,True,False,renewal_implies_earlier_onset,,EV_6703b4c5026ffc73fa31,,,,,,1,gazette_dated,ambiguous,0.4275,True
SP_e8c17afb16f84398e351,PERSON_CHABCHOUB_AFIFA,AFIFA CHABCHOUB,CO_RETEL,RETEL,administrateur,corporate,corporate_officer,,,,2012-07-26,,2012-12-31,True,True,True,False,renewal_implies_earlier_onset,,EV_70be72e2787591da0002,,,,,,1,gazette_dated,ambiguous,0.4275,True
SP_c414a2c3f259998d460c,PERSON_CHABCHOUB_AHMED,AHMED CHABCHOUB,CO_HAYATCOM_TUNISIE,HAYATCOM TUNISIE,administrateur,corporate,corporate_officer,2012-07-23,,2012-07-23,2012-07-23,,2012-12-31,False,True,False,False,event:appointed,,EV_c4b33f68487488144a11,,,,,,1,gazette_dated,ambiguous,0.4275,True
SP_b13f52151798123c6fe4,PERSON_BOUALI_HOUCEM_EDINE,HOUCEM EDDINE BOUALI,CO_ANDALOUCIA,SOCIETE ANDALOUCIA,association_president,corporate,corporate_officer,2012-08-15,,2012-08-15,2012-08-15,,2012-12-31,False,True,False,False,event:appointed,,EV_73b2426fb3219b3e8e75,,,,,,1,gazette_dated,ambiguous,0.5355,True
SP_405e32a20ef6ebfe9661,PERSON_KHALFALAH_WAEL,WAEL KHALFALLAH,CO_BEST_BROTHERS_SHOES,BEST BROTHERS SHOES,gerant,corporate,corporate_officer,2012-09-01,,2012-09-01,2012-09-01,,2012-12-31,False,True,False,False,event:appointed,,EV_8ea9cee82d308e840001,,,,,,1,gazette_dated,resolved,0.675,False
SP_9eef0ad8f94309ff2cbf,PERSON_ABDENADHER_AMEUR,AMEUR ABDENNADHER,CO_CBS,CBS,gerant,corporate,corporate_officer,,,,2010-01-11,,2012-12-31,True,True,True,False,renewal_implies_earlier_onset,,EV_c69864c1312ab8db4894,,,,,,1,gazette_dated,resolved,0.675,False
SP_703df78c935599b5dd21,PERSON_BOUAZIZ_JAMEL,JAMEL BOUAZIZ,CO_SALMA,SOCIETE SALMA,gerant,corporate,corporate_officer,,2012-09-18,,2012-09-18,2012-09-18,2012-09-18,True,False,True,False,exit_implies_earlier_onset,event:resigned,,EV_4fab82c9a1ca3d38b301,,,0,,1,gazette_dated,ambiguous,0.45,True
SP_63ffa167a5bf869ab22a,PERSON_BENMOHAMED_MOHAMED,MOHAMED BEN-MOHAMED,CO_H_Z_DISTRIBUTION,H ET Z DISTRIBUTION,gerant,corporate,corporate_officer,2012-08-14,,2012-08-14,2012-08-14,,2012-12-31,False,True,False,False,event:appointed,,EV_72c41784205ac973e582,,,,,,1,gazette_dated,ambiguous,0.45,True
SP_f32c327ee31030ae7c80,PERSON_HAMAMI_ADEL,ADEL HAMMAMI,CO_COTUB_PVC,COTUB PVC,gerant,corporate,corporate_officer,2012-09-11,,2012-09-11,2012-09-11,,2012-12-31,False,True,False,False,event:appointed,,EV_0bd5f14c97575453d1d6,,,,,,1,gazette_dated,resolved,0.765,False
SP_1f3abaed1c17d7d8e297,PERSON_KAANICHE_MOHAMED,MOHAMED KAANICHE,CO_BANQUE_TUNISIENNE_SOLIDARITE,BANQUE TUNISIENNE DE SOLIDARITE BTS,administrateur,corporate,corporate_officer,2012-10-04,,,2012-10-04,,2012-12-31,False,True,False,False,event:appointed,,EV_4d1a1925a0a6356689c6,,,,,,1,gazette_dated,resolved,0.7177,False
SP_2468d72f51db96f7fadc,PERSON_SFAR_KARIM_REJEB,KARIM REJEB SFAR,CO_NEW_BODY_LINE,NEW BODY LINE,pdg,corporate,corporate_officer,2012-05-25,,2012-05-25,2012-05-25,,2012-12-31,False,True,False,False,event:appointed,,EV_9e2104a6d2698facf7d3,,,,,,1,gazette_dated,resolved,0.72,False
SP_eef3af7414cd8ecd02c5,PERSON_BELGUITH_MOHAMED,MOHAMED BELGUITH,CO_GENERALE_DISTRIBUTION,LA GENERALE DE DISTRIBUTION,gerant,corporate,corporate_officer,2012-10-06,2012-05-14,,2012-10-06,2012-10-06,2012-05-14,False,False,False,True,event:appointed,org_dissolved,EV_6d79d99cadfd9e874830,,,-145,0,0,1,gazette_dated,ambiguous,0.45,True
SP_b6a61dc404dca1350de2,PERSON_BENAYED_MOHAMED_HEDI,MOHAMED HEDI BEN-AYED,CO_IMYCO,IMYCO,gerant,corporate,corporate_officer,2012-10-01,,2012-10-01,2012-10-01,,2012-12-31,False,True,False,False,event:appointed,,EV_79938abced8dfba371e3,,,,,,1,gazette_dated,resolved,0.675,False
SP_8fbe9dbb37631dad823f,PERSON_ELOUMI_SAMIR,SAMIR ELLOUMI,CO_MEGA_TEXTILE,MEGA TEXTILE,gerant,corporate,corporate_officer,2012-10-04,,2012-10-04,2012-10-04,,2012-12-31,False,True,False,False,event:appointed,,EV_5433aaa0638dfc6ff262,,,,,,1,gazette_dated,resolved,0.765,False
SP_a0c0253781067036c94b,PERSON_CHARVET_DIDIER,DIDIER CHARVET,CO_TOURISTIQUE,SOCIETE TOURISTIQUE,dg,corporate,corporate_officer,2012-09-06,2010-09-01,2012-09-06,2012-09-06,2012-09-06,2010-09-01,False,False,False,True,event:appointed,org_dissolved,EV_876e24bc0628583af067,,,-736,0,0,1,gazette_dated,ambiguous,0.45,True
SP_8e25218776d2338986c6,PERSON_GUIRAT_MONCEF,MONCEF GUIRAT,CO_MACOFLEX,MACOFLEX,administrateur,corporate,corporate_officer,,,,2012-08-02,,2012-12-31,True,True,True,False,renewal_implies_earlier_onset,,EV_f6b03ae3158f185e2431,,,,,,1,gazette_dated,ambiguous,0.4725,True
SP_34c360c61070d0ce9cc8,PERSON_AOUINTI_TAHER,TAHER AOUINTI,CO_MACOFLEX,MACOFLEX,administrateur,corporate,corporate_officer,,,,2012-08-02,,2012-12-31,True,True,True,False,renewal_implies_earlier_onset,,EV_9f5f201d1735b966a278,,,,,,1,gazette_dated,ambiguous,0.4725,True
SP_51efde7cc1e008921055,PERSON_GUIRAT_MONCEF,MONCEF GUIRAT,CO_SOFEMED,SOFEMED,dga,corporate,corporate_officer,2012-08-02,,2012-08-02,2012-08-02,,2012-12-31,False,True,False,False,event:appointed,,EV_49439de6dad7e58b6dd3,,,,,,1,gazette_dated,ambiguous,0.45,True
SP_d79cafec26c4d9f569fa,PERSON_ABDELMOULA_MONCEF,MONCEF ABDELMOULA,CO_STYLE_AMEUBLEMENT_JARDIN,SOCIETE STYLE AMEUBLEMENT JARDIN SAJ,gerant,corporate,corporate_officer,,2012-09-17,,2012-09-17,2012-09-17,2012-09-17,True,False,True,False,exit_implies_earlier_onset,event:resigned,,EV_1af2b3e4f5b09b65e5a3,,,0,,1,gazette_dated,ambiguous,0.45,True
SP_aef49239f3fb58d9caa1,PERSON_BENAYED_DHOUHA_ELOUMI,DHOUHA ELLOUMI BEN-AYED,CO_STYLE_AMEUBLEMENT_JARDIN,SOCIETE STYLE AMEUBLEMENT JARDIN SAJ,gerant,corporate,corporate_officer,2012-09-17,,2012-09-17,2012-09-17,,2012-12-31,False,True,False,False,event:appointed,,EV_274df3fdbe2bd132c668,,,,,,1,gazette_dated,resolved,0.765,False
SP_65a60d3e6235b8372fbf,PERSON_ELWAHCHI_NADER,NADER EL-WAHCHI,CO_FRANCE_TUNISIA,FRANCE TUNISIA,cogerant,corporate,corporate_officer,2012-10-05,,2012-10-05,2012-10-05,,2012-12-31,False,True,False,False,event:appointed,,EV_0adcd5f68cf76934e8e2,,,,,,1,gazette_dated,resolved,0.7875,False
SP_e0a8d0b15b5b9304722e,PERSON_NEVEU_JEROME_JEAN_CLAUDE,JEROME JEAN CLAUDE NEVEU,CO_FRANCE_TUNISIA,FRANCE TUNISIA,cogerant,corporate,corporate_officer,2012-10-05,,2012-10-05,2012-10-05,,2012-12-31,False,True,False,False,event:appointed,,EV_35c08b7153dd202b04b1,,,,,,1,gazette_dated,resolved,0.7875,False
SP_15113aa7bf2689ecc00d,PERSON_SELAMI_MONCEF,MONCEF SELLAMI,CO_PHARMAVIE,PHARMAVIE,gerant,corporate,corporate_officer,2012-07-24,,2012-07-24,2012-07-24,,2012-12-31,False,True,False,False,event:appointed,,EV_8f80bff698df09210996,,,,,,1,gazette_dated,resolved,0.765,False
SP_6c93c308d48dae6ba183,PERSON_SLAMA_SASI,SASSI SLAMA,CO_COMPTOIR_FACONNIERS_LHABILLEMENT,COMPTOIR DES FACONNIERS DE LHABILLEMENT,gerant,corporate,corporate_officer,2012-10-03,,2012-10-03,2012-10-03,,2012-12-31,False,True,False,False,event:appointed,,EV_b77b1c0fe0e9ba7ab797,,,,,,1,gazette_dated,resolved,0.66,False
SP_ea58bf93ac193137ea21,PERSON_BENMAHMOUD_ALI,ALI BEN-MAHMOUD,CO_INDUSTRIELLE_CYCLES_MATERIELS_ROULANTS_POUR_HANDICAPES_HOPIT,SOCIETE INDUSTRIELLE DE CYCLES ET MATERIELS ROULANTS POUR HANDICAPES ET HOPITAUX AIMA,gerant,corporate,corporate_officer,,,,2012-10-11,,2012-12-31,True,True,True,False,renewal_implies_earlier_onset,,EV_1e6e7365a71c68047de7,,,,,,1,gazette_dated,resolved,0.765,False
SP_827c3517ff3273f3eab0,PERSON_ABDENADHER_ZIED,ZIED ABDENNADHER,CO_FAMILY_MART,FAMILY MART,associe,corporate,corporate_officer,,2012-08-22,,2012-08-22,2012-08-22,2012-08-22,True,False,True,False,exit_implies_earlier_onset,event:resigned,,EV_ff92a2efb1c135a70fad,,,0,,1,gazette_dated,resolved,0.6975,False
SP_67d04b22b14650533b8a,PERSON_ABDENADHER_MOEZ,MOEZ ABDENNADHER,CO_FAMILY_MART,FAMILY MART,associe,corporate,corporate_officer,,2012-08-22,,2012-08-22,2012-08-22,2012-08-22,True,False,True,False,exit_implies_earlier_onset,event:resigned,,EV_a36723bedfccab73450c,,,0,,1,gazette_dated,resolved,0.6975,False
SP_0a46596e91699f42a0f0,PERSON_CHABEH_HASNA,HASNA CHABBEH,CO_SPAZIO_ITALIA,SPAZIO ITALIA,gerant,corporate,corporate_officer,2012-09-25,,2012-09-25,2012-09-25,,2012-12-31,False,True,False,False,event:appointed,,EV_25abdaa14896e4242cc1,,,,,,1,gazette_dated,resolved,0.675,False
SP_c68a5c178a6b0aa7a6f0,PERSON_TRABELSI_MOHAMED,MOHAMED TRABELSI,CO_COMPTOIR_GENERAL_COMMERCE,COMPTOIR GENERAL DE COMMERCE,gerant,corporate,corporate_officer,2012-10-04,,2012-10-04,2012-10-04,,2012-12-31,False,True,False,False,event:appointed,,EV_ea29fc2b00865ac12ebb,,,,,,1,gazette_dated,resolved,0.765,False
SP_80f8d404194de21edced,PERSON_SAHRAOUI_MOHAMED,MOHAMED SAHRAOUI,CO_SOTUDEX,SOTUDEX,administrateur,corporate,corporate_officer,2012-09-07,,2012-09-07,2012-09-07,,2012-12-31,False,True,False,False,event:appointed,,EV_b1a786f7553f0a184025,,,,,,1,gazette_dated,resolved,0.765,False
SP_7197e72b94981cbebec4,PERSON_HAMROUNI_HANEN,HANEN HAMROUNI,CO_AVISSOIN,AVISSOIN,gerant,corporate,corporate_officer,,,,2012-10-08,,2012-12-31,True,True,True,False,renewal_implies_earlier_onset,,EV_00a08c7bee224f339e68,,,,,,1,gazette_dated,resolved,0.675,False
SP_d16d73311ebdb7b7ad0c,PERSON_SAADAOUI_ABDELKADER,ABDELKADER SAADAOUI,CO_BATIMENT,BATIMENT +,gerant,corporate,corporate_officer,2012-09-25,2011-12-10,2012-09-25,2012-09-25,2012-09-25,2011-12-10,False,False,False,True,event:appointed,org_dissolved,EV_82e2fffcdd4c44030774,,,-290,0,0,1,gazette_dated,ambiguous,0.45,True
SP_6ae21ddf6aa693c5bf27,PERSON_ZAGHDOUD_MEKI,MEKKI ZAGHDOUD,CO_SUD_SERVICES_DISTRIBUTION_PETROLES,SOCIETE SUD DES SERVICES ET DISTRIBUTION DES PETROLES,gerant,corporate,corporate_officer,2011-12-23,,2011-12-23,2011-12-23,,2012-12-31,False,True,False,False,event:appointed,,EV_c6ddb189bb2025cdab3f,,,,,,1,gazette_dated,resolved,0.675,False
SP_c2e1e54f6c1bebf1073b,PERSON_TRIKI_MOHAMED_ANIS,MOHAMED ANIS TRIKI,CO_SMART_PACK,SMART PACK,associe,corporate,corporate_officer,2012-10-05,,2012-10-05,2012-10-05,,2012-12-31,False,True,False,False,event:appointed,,EV_8b0c6166f4b39035a041,,,,,,1,gazette_dated,resolved,0.63,False
SP_8af61f55b01b4d8f03d8,PERSON_BOUJBEL_MOHAMED,MOHAMED BOUJBEL,CO_HAIFA,SOCIETE HAIFA,gerant,corporate,corporate_officer,,,,2012-09-22,,2012-12-31,True,True,True,False,renewal_implies_earlier_onset,,EV_76f78b6d2cb7b6e19a38,,,,,,1,gazette_dated,resolved,0.765,False
SP_d0323d4495a3813bb3b8,PERSON_ELHERGLI_SOUAD,SOUAD EL-HERGLI,CO_HABI_PRO,SOCIETE HABI PRO,gerant,corporate,corporate_officer,2012-10-10,,2012-10-10,2012-10-10,,2012-12-31,False,True,False,False,event:appointed,,EV_2716ae38066b6104f0a0,,,,,,1,gazette_dated,resolved,0.765,False
SP_71f6588eb11718b14d8f,PERSON_ZOUARI_HAFEDH,HAFEDH ZOUARI,CO_TUNISIENNE_DISTRIBUTION_SOTUDIS,LA SOCIETE TUNISIENNE DE DISTRIBUTION SOTUDIS,pdg,corporate,corporate_officer,,,,2012-06-09,,2012-12-31,True,True,True,False,renewal_implies_earlier_onset,,EV_26203bbc7ecdb5abe832,,,,,,1,gazette_dated,resolved,0.675,False
SP_9eed519dc999e84488f2,PERSON_ROUVIERE_OLIVIER,OLIVIER ROUVIERE,CO_SAGEMCOM_TUNISIE,SAGEMCOM TUNISIE,gerant,corporate,corporate_officer,2012-09-20,,2012-09-20,2012-09-20,,2012-12-31,False,True,False,False,event:appointed,,EV_d051fabf618eb92aa34f,,,,,,1,gazette_dated,resolved,0.765,False
SP_621ab16e45dd99b1e59a,PERSON_ROUVIERE_OLIVIER,OLIVIER ROUVIERE,CO_SAGEM_TUNISIE_COMMUNICATION,SAGEM TUNISIE COMMUNICATION,gerant,corporate,corporate_officer,2012-09-20,,2012-09-20,2012-09-20,,2012-12-31,False,True,False,False,event:appointed,,EV_c3a47730551bbe00a1e1,,,,,,1,gazette_dated,resolved,0.765,False
SP_b0f90974c10452e6641e,PERSON_ROUVIERE_OLIVIER,OLIVIER ROUVIERE,CO_SAGEMCOM_SERVICES_TUNISIE,SAGEMCOM SERVICES TUNISIE,gerant,corporate,corporate_officer,2012-09-20,,2012-09-20,2012-09-20,,2012-12-31,False,True,False,False,event:appointed,,EV_33e559c76dcfd8742bab,,,,,,1,gazette_dated,resolved,0.765,False
SP_91974332ebcd35b0cfa6,PERSON_MHIRI_MOHAMED_SALAH,MOHAMED SALAH MHIRI,CO_AGROMED,AGROMED,president_ca,corporate,corporate_officer,2012-08-28,,2012-08-28,2012-08-28,,2012-12-31,False,True,False,False,event:appointed,,EV_db524ed1184b3d2c8551,,,,,,1,gazette_dated,resolved,0.8325,False
SP_7ca0a1f273cdc81a2f8e,PERSON_CHARFI_IMEN,IMEN CHARFI,CO_AGROMED,AGROMED,dg,corporate,corporate_officer,2012-08-28,,2012-08-28,2012-08-28,,2012-12-31,False,True,False,False,event:appointed,,EV_eefe83fdfd47be937d5c,,,,,,1,gazette_dated,resolved,0.8325,False
SP_9fe57ef3c35f389be91b,PERSON_CHEDLI_MOUKHATET_HAMROUNI,MOUKHATET HAMROUNI CHEDLI,CO_INDUSTRIES_PERFECTIONNES_SIP,SOCIETE DES INDUSTRIES PERFECTIONNES SIP,gerant,corporate,corporate_officer,,,,2012-10-10,,2012-12-31,True,True,True,False,renewal_implies_earlier_onset,,EV_83e7235002ee094ce693,,,,,,1,gazette_dated,ambiguous,0.6113,True
SP_e67bae565a8cd24e0443,PERSON_BENMAHMOUD_IMED,IMED BEN-MAHMOUD,CO_INDUSTRIELLE_CYCLES_MATERIELS_ROULANTS_POUR_HANDICAPES_HOPIT,SOCIETE INDUSTRIELLE DE CYCLES ET MATERIELS ROULANTS POUR HANDICAPES ET HOPITAUX AIMA,associe,corporate,corporate_officer,,2012-10-20,,2012-10-20,2012-10-20,2012-10-20,True,False,True,False,exit_implies_earlier_onset,event:resigned,,EV_8a08511668319c052b51,,,0,,1,gazette_dated,resolved,0.72,False
SP_30ad5b10e484fa2887e9,PERSON_BOUZIDI_AHMED,AHMED BOUZIDI,CO_RIMOMARTEX,RIMOMARTEX,gerant,corporate,corporate_officer,,2012-10-01,,2012-10-01,2012-10-01,2012-10-01,True,False,True,False,exit_implies_earlier_onset,event:revoked,,EV_dff353965266a3495e7e,,,0,,1,gazette_dated,resolved,0.765,False
SP_dfbf2b32c44913432596,PERSON_ZERZERI_MEHDI,MEHDI ZERZERI,CO_CONSEIL,SOCIETE LE CONSEIL,unspecified,corporate,corporate_officer,2011-11-20,2007-06-28,2011-11-20,2011-11-20,2011-11-20,2007-06-28,False,False,False,True,event:appointed,org_dissolved,EV_a3f683e8eae800d8437d,,,-1606,0,0,1,gazette_dated,ambiguous,0.42,True
SP_22d7c8dec13c5aedfacc,PERSON_ZERZERI_HEDI,HEDI ZERZERI,CO_CONSEIL,SOCIETE LE CONSEIL,unspecified,corporate,corporate_officer,2011-11-20,2007-06-28,2011-11-20,2011-11-20,2011-11-20,2007-06-28,False,False,False,True,event:appointed,org_dissolved,EV_bdd818fe871e048e3371,,,-1606,0,0,1,gazette_dated,ambiguous,0.3675,True
SP_38048bfe3a55b831e9eb,PERSON_ZERZERI_RIDHA_HEDI,RIDHA HEDI ZERZERI,CO_CONSEIL,SOCIETE LE CONSEIL,unspecified,corporate,corporate_officer,2011-11-20,2007-06-28,2011-11-20,2011-11-20,2011-11-20,2007-06-28,False,False,False,True,event:appointed,org_dissolved,EV_4f653d11e1169de6c0a9,,,-1606,0,0,1,gazette_dated,ambiguous,0.42,True
SP_9ff468cca956224e8ff9,PERSON_AOUINTI_TAHER,TAHER AOUINTI,CO_MACOFLEX,MACOFLEX,dga,corporate,corporate_officer,,,,2012-08-02,,2012-12-31,True,True,True,False,renewal_implies_earlier_onset,,EV_1a632c7a63627c8c3a6a,,,,,,1,gazette_dated,ambiguous,0.4725,True
SP_d26cff889a1ffcc04589,PERSON_FAKHFAKH_KHALED,KHALED FAKHFAKH,CO_IEG_TUNISIA_CORPORATE_ADVISORY,IEG TUNISIA CORPORATE ADVISORY,associe,corporate,corporate_officer,2012-10-02,,2012-10-02,2012-10-02,,2012-12-31,False,True,False,False,event:appointed,,EV_c8ffd21cb5f5f66d7191,,,,,,1,gazette_dated,resolved,0.63,False
SP_90483f46467f91b9be1e,PERSON_AMAR_MOHAMED,MOHAMED AMMAR,CO_COSMELUX,COSMELUX,unspecified,corporate,corporate_officer,2012-10-14,,2012-10-14,2012-10-14,,2012-12-31,False,True,False,False,event:appointed,,EV_9b13c5cfb07f985c9d72,,2015-10-14,,,,1,gazette_dated,resolved,0.5058,False
SP_36b9ce010a3df64d512e,PERSON_LEITE_GONCALO_SALAZAR,GONCALO SALAZAR LEITE,CO_CIMENTS_GABES_SCG,SOCIETE DES CIMENTS DE GABES SCG,administrateur,corporate,corporate_officer,2012-06-22,2004-12-08,2012-06-22,2012-06-22,2012-06-22,2004-12-08,False,False,False,True,event:appointed,org_dissolved,EV_d75607549134c170afab,,,-2753,0,0,1,gazette_dated,resolved,0.765,False
SP_ea6f302c32a422f99200,PERSON_MARZOUKI_ZIED,ZIED MARZOUKI,CO_FRIGOMEN,FRIGOMEN,pdg,corporate,corporate_officer,2012-10-30,,,2012-10-30,,2012-12-31,False,True,False,False,event:appointed,,EV_3981067f222daec012d5,,,,,,1,gazette_dated,resolved,0.63,False
SP_184dcde456d07f9478fa,PERSON_FAKHFAKH_KHALED,KHALED FAKHFAKH,CO_IEG_NORTH_AFRICA_CORPORATE_ADVISORY,IEG NORTH AFRICA CORPORATE ADVISORY,associe,corporate,corporate_officer,2012-10-02,,2012-10-02,2012-10-02,,2012-12-31,False,True,False,False,event:appointed,,EV_aed2ba65b8dffa2c6b84,,,,,,1,gazette_dated,resolved,0.63,False
SP_100a4835985ca5eb2b37,PERSON_CHAABANE_SAMI,SAMI CHAABANE,CO_ABRI_DESIGN,SOCIETE ABRI DESIGN,gerant,corporate,corporate_officer,2012-10-01,,2012-10-01,2012-10-01,,2012-12-31,False,True,False,False,event:appointed,,EV_20d026655c57fafe536e,,,,,,1,gazette_dated,resolved,0.765,False
SP_69281386a3909fe49d50,PERSON_HMIMED_MOHAMED_ALI,MOHAMED ALI HMIMED,CO_STARLETTE_II,SOCIETE STARLETTE II,gerant,corporate,corporate_officer,2011-10-31,,2011-10-31,2011-10-31,,2012-12-31,False,True,False,False,event:appointed,,EV_e3ea3c98eb540d108f61,,,,,,1,gazette_dated,resolved,0.6508,False
SP_a367fb5f29292fbad256,PERSON_HAMAMI_HATEM,HATEM HAMMAMI,CO_HAMMAMI_MOBILITY_CARE,HAMMAMI MOBILITY CARE,gerant,corporate,corporate_officer,2012-10-29,,2012-10-29,2012-10-29,,2012-12-31,False,True,False,False,event:appointed,,EV_60bc5438d7254ab930f9,,,,,,1,gazette_dated,resolved,0.765,False
SP_928c825c1de72b4c82bb,PERSON_BILIK_MABROUK,MABROUK BILIK,CO_IRRI_SYSTEMES,IRRI SYSTEMES,gerant,corporate,corporate_officer,2009-12-25,,2009-12-25,2009-12-25,,2012-12-31,False,True,False,False,event:appointed,,EV_f30f69e58c45b696b3bd,,,,,,1,gazette_dated,resolved,0.675,False
SP_595bab9553f51ca4fa13,PERSON_BETAIEB_MOHAMED_SALAH,MOHAMED SALAH BETTAIEB,CO_LIVRE,SOCIETE LE LIVRE,gerant,corporate,corporate_officer,2012-08-29,,2012-08-29,2012-08-29,,2012-12-31,False,True,False,False,event:appointed,,EV_dee5a905d26795b12279,,,,,,1,gazette_dated,ambiguous,0.45,True
SP_137f80edb2ef9d494b20,PERSON_LOUKIL_BASEM,BASSEM LOUKIL,CO_MEDITERRANEAN_COMMUNICTIONS_COMPANY,MEDITERRANEAN COMMUNICTIONS COMPANY,pdg,corporate,corporate_officer,,,,2012-06-08,,2012-12-31,True,True,True,False,renewal_implies_earlier_onset,,EV_b5a3535783b7cf6177fb,,,,,,1,gazette_dated,ambiguous,0.5175,True
SP_54c0bff60c4de06fa5d2,PERSON_LOUKIL_WALID,WALID LOUKIL,CO_MEDITERRANEAN_COMMUNICTIONS_COMPANY,MEDITERRANEAN COMMUNICTIONS COMPANY,dga,corporate,corporate_officer,,,,2012-06-08,,2012-12-31,True,True,True,False,renewal_implies_earlier_onset,,EV_71db0a43e8b7d6e36741,,,,,,1,gazette_dated,ambiguous,0.4725,True
SP_e4acef73daa200a39f44,PERSON_CHARFEDINE_IMEDEDINE,IMEDEDDINE CHARFEDDINE,CO_PEC_AUTOMOTIVE_COMPOSANTS_PEC,PEC AUTOMOTIVE COMPOSANTS PEC AC,dg,corporate,corporate_officer,2012-10-31,,2012-10-31,2012-10-31,,2012-12-31,False,True,False,False,event:appointed,,EV_f9cbe24f4c6d26fe8dab,,,,,,1,gazette_dated,resolved,0.6498,False
SP_06b743ff3fa0153b6974,PERSON_AMAR_MOHAMED,MOHAMED AMMAR,CO_NADA_COMMERCE,SOCIETE NADA DE COMMERCE,gerant,corporate,corporate_officer,2012-11-02,,2012-11-02,2012-11-02,,2012-12-31,False,True,False,False,event:appointed,,EV_02f095e93ca11e9db149,,,,,,1,gazette_dated,resolved,0.765,False
