node_id,label,node_class,degree,in_giant_component
CO_BECOTEX,SOCIETE BECOTEX,company,1,0
CO_BEDIRI_FABRICATION_MEDICAMENTS,BEDIRI DE FABRICATION DE MEDICAMENTS,company,2,1
CO_BEGA_TEX,BEGA TEX,company,1,0
CO_BEJAOUI_METAL,BEJAOUI METAL,company,5,1
CO_BEJI_POUR_ALIMENTATION_GENERALE_EN_GROS_SBAG,SOCIETE BEJI POUR ALIMENTATION GENERALE EN GROS SBAG,company,1,0
CO_BEJO_KASSAR_ATALLAH,BEJO KASSAR ATALLAH,company,1,1
CO_BELAIFA_GROUP,BELAIFA GROUP,company,1,1
CO_BELARBI_DATTES,BELARBI DATTES,company,2,0
CO_BELBIS,BELBIS,company,1,0
CO_BELDIMED,BELDIMED,company,3,1
CO_BELDI_DECORATIVE_PRODUCTS_BDPS,BELDI DECORATIVE PRODUCTS BDPS,company,2,1
CO_BELGACALL,BELGACALL,company,2,0
CO_BELHAJ_CIE_POUR_EQUIPEMENTS_ELECTROMENAGER,SOCIETE BELHAJ ET CIE POUR LES EQUIPEMENTS ELECTROMENAGER,company,1,1
CO_BELKHIRIA_MOTORS,BELKHIRIA MOTORS,company,1,1
CO_BELLA_ITALIA_TUNISIA,BELLA ITALIA TUNISIA,company,2,0
CO_BELLE_ALLURE,BELLE ALLURE,company,1,1
CO_BELLE_FEELING_WELL,LA BELLE FEELING WELL,company,1,0
CO_BELLE_HAUTE_COUTURE,BELLE ET HAUTE COUTURE BHC,company,1,0
CO_BELLE_ROSE,BELLE ROSE,company,1,0
CO_BELL_CONSULTING,BELL CONSULTING,company,1,1
CO_BELVEDERE_HOLDING_SICAF,BELVEDERE HOLDING SICAF,company,3,0
CO_BEL_AIR_MULTILINGUAL_CENTER,BEL AIR MULTILINGUAL CENTER BMC,company,1,0
CO_BEL_AZUR,SOCIETE BEL AZUR,company,1,0
CO_BEL_AZUR_HOTEL,BEL AZUR HOTEL,company,10,1
CO_BEL_FER,BEL FER,company,1,0
CO_BEL_HAMROUNI_CONSTRUCTION_TRAVAUX_PUBLICS,SOCIETE BEL HAMROUNI DE CONSTRUCTION DE TRAVAUX PUBLICS,company,1,0
CO_BEL_TOURISME,BEL TOURISME,company,4,1
CO_BEL_TOURISTIQUE,BEL TOURISTIQUE,company,1,1
CO_BENAMMAR_NETTOYAGE_DIVERS_SERVICES,SOCIETE BENAMMAR DE NETTOYAGE ET DE DIVERS SERVICES,company,1,1
CO_BENATEX,SOCIETE BENATEX,company,6,1
CO_BENCO_JEANS,BENCO JEANS,company,1,0
CO_BENEFICE,BENEFICE,company,2,1
CO_BENELBEY_CONSTRUCTION_SOBEC,"BENELBEY DE CONSTRUCTION "" SOBEC""",company,5,1
CO_BENHAFSIA_COMMERCE,BENHAFSIA DE COMMERCE,company,1,0
CO_BENMA_COORDINATION,BENMA COORDINATION,company,1,0
CO_BENNOUR,BENNOUR,company,1,0
CO_BENNTRANS,BENNTRANS,company,1,0
CO_BENSUSHI,BENSUSHI,company,1,1
CO_BENS_CLEAN,BENS CLEAN,company,1,0
CO_BENS_CONSULTING,BENS CONSULTING,company,2,1
CO_BENS_INDUSTRY,BENS INDUSTRY,company,1,1
CO_BENTEX,BENTEX +,company,2,0
CO_BENZ_HOLDING_COMPANY,BENZ HOLDING COMPANY,company,1,0
CO_BEN_AISSA_FRERES,SOCIETE BEN-AISSA FRERES,company,4,0
CO_BEN_AMMARA_AGRI_FOOD_INDUSTRY,BEN AMMARA AGRI FOOD INDUSTRY,company,1,0
CO_BEN_AMMAR_CIE,ETABLISSEMENT BEN-AMMAR ET CIE,company,1,1
CO_BEN_AMMAR_NETTOYAGES_DIVERS_SERVICES,SOCIETE BEN-AMMAR DE NETTOYAGES ET DIVERS SERVICES,company,1,1
CO_BEN_AMOR_CONFECTION_SBC,SOCIETE BEN-AMOR DE CONFECTION SBC,company,1,0
CO_BEN_AOUN_FRERES,SOCIETE BEN-AOUN FRERES,company,1,1
CO_BEN_AYED_CONSULTING,BEN AYED CONSULTING,company,1,1
CO_BEN_AYED_DISTRIBUTION_PRODUITS_MER,BEN AYED DISTRIBUTION DE PRODUITS DE MER BDPM,company,3,1
CO_BEN_AYED_EBAC,ENTREPRISE BEN-AYED EBAC,company,1,1
CO_BEN_AYED_FRERES_PEINTURE_BADIGEONNAGE,SOCIETE BEN-AYED FRERES DE PEINTURE ET DE BADIGEONNAGE,company,1,0
CO_BEN_AYED_UNIVERSAL_EXPORT,SOCIETE BEN-AYED UNIVERSAL EXPORT,company,1,0
CO_BEN_CHAABANE_VENTE_MATERIAUX_CONSTRUCTION,SOCIETE BEN-CHAABANE DE VENTE DES MATERIAUX DE CONSTRUCTION,company,1,0
CO_BEN_CHEIKH_ABDELHAKIM_SOBECA,SOCIETE BEN-CHEIKH ABDELHAKIM SOBECA,company,1,0
CO_BEN_CHEIKH_TEXTILE_BETEX,BEN CHEIKH TEXTILE BETEX,company,1,0
CO_BEN_DEVELOPPEMENT,SOCIETE BEN-DEVELOPPEMENT,company,1,0
CO_BEN_FATTOUM_ROMDHANE_ELECTRIC_BFR_ELECTRIC,BEN FATTOUM ROMDHANE ELECTRIC BFR ELECTRIC,company,1,1
CO_BEN_GHORBAL_FRERES,SOCIETE BEN-GHORBAL FRERES,company,1,1
CO_BEN_GRIFFIN,SOCIETE BEN-GRIFFIN,company,1,1
CO_BEN_HALIMA_HOLDING,BEN HALIMA HOLDING,company,6,0
CO_BEN_HAMZA,SOCIETE BEN-HAMZA,company,1,1
CO_BEN_HASSEN_FRERES,BEN HASSEN FRERES,company,1,1
CO_BEN_JABALLAH_SRU,SOCIETE BEN-JABALLAH SRU,company,1,1
CO_BEN_JEMAA_MELOUDI,BEN JEMAA MELOUDI,company,1,0
CO_BEN_KALIA,SOCIETE BEN-KALIA,company,3,0
CO_BEN_LAKHAL_D_INDUSTRIE_MOUSSE_SOBELIM,SOCIETE BEN-LAKHAL D'INDUSTRIE DE MOUSSE SOBELIM,company,1,0
CO_BEN_MAHMOUD_T_P_EBM,ENTREPRISE BEN-MAHMOUD DE T P EBM,company,1,1
CO_BEN_MILED_TRAVAUX_PUBLICS,SOCIETE BEN-MILED DE TRAVAUX PUBLICS,company,1,1
CO_BEN_OMRANE_LAWYERS_GROUP,BEN OMRANE LAWYERS GROUP,company,1,1
CO_BEN_PLAST,BEN PLAST,company,1,0
CO_BEN_PLAST_INJECTION,BEN PLAST INJECTION,company,1,0
CO_BEN_RHOUMA_INDUSTRIES,BEN RHOUMA INDUSTRIES BRI,company,1,1
CO_BEN_SAAD_PROMOTION_IMMOBILIERE,BEN SAAD DE PROMOTION IMMOBILIERE,company,1,0
CO_BEN_SAID_PLAST_BSP,SOCIETE BEN-SAID PLAST BSP,company,1,0
CO_BEN_SALEM,SOCIETE BEN-SALEM,company,1,1
CO_BEN_SALEM_DAGENCEMENT_DECORATION_SOBAD,SOCIETE BEN-SALEM DAGENCEMENT ET DE DECORATION SOBAD,company,1,1
CO_BEN_SALEM_FUSTELLE_SBSF,SOCIETE BEN-SALEM FUSTELLE SBSF,company,1,1
CO_BEN_SALEM_TRABELSI,SOCIETE BEN-SALEM ET TRABELSI,company,1,1
CO_BEN_SEDRINE_DISTRIBUTION_SBD,SOCIETE BEN-SEDRINE DISTRIBUTION SBD,company,1,0
CO_BEN_SEDRINE_NEGOCE,BEN SEDRINE NEGOCE,company,4,0
CO_BEN_SLAMA_PESCA,BEN SLAMA PESCA,company,1,0
CO_BEN_SOFTWARE_DEVELOPMENT,SOCIETE BEN-SOFTWARE DEVELOPMENT,company,1,0
CO_BEN_YAGHLANE_CIE,BEN YAGHLANE ET CIE,company,3,0
CO_BEN_YEDDER,SOCIETE BEN-YEDDER,company,1,0
CO_BEN_YOUSSEF_MULTI_SERVICES,SOCIETE BEN-YOUSSEF MULTI SERVICES,company,1,1
CO_BEN_ZEKRI_ELEVAGE_VENTE_VOLAILLES,SOCIETE BEN-ZEKRI ELEVAGE ET VENTE DE VOLAILLES,company,1,0
CO_BEPHONE,BEPHONE,company,1,0
CO_BERG_LIFE_SCIENCES,BERG LIFE SCIENCES,company,1,1
CO_BEST,BEST,company,4,0
CO_BESTEX,SOCIETE BESTEX,company,2,0
CO_BESTFRIGO,BESTFRIGO,company,7,1
CO_BESTOPLAST,BESTOPLAST,company,1,1
CO_BESTOPLAST_DISTRIBUTION,BESTOPLAST DISTRIBUTION,company,1,1
CO_BESTOPLAST_TUNISIE,BESTOPLAST TUNISIE,company,3,1
CO_BESTRADE_INTERNATIONAL_HOLDING_TUNISIE,BESTRADE INTERNATIONAL HOLDING TUNISIE,company,2,0
CO_BESTRANSFO,BESTRANSFO,company,5,1
CO_BEST_BABY_SHOES,BEST BABY SHOES,company,2,1
CO_BEST_BANK,BEST BANK,company,1,1
CO_BEST_BETON,BEST BETON,company,1,1
CO_BEST_BRAND,BEST BRAND,company,1,0
CO_BEST_BROTHERS_SHOES,BEST BROTHERS SHOES,company,1,0
CO_BEST_BUY,BEST BUY,company,5,0
CO_BEST_CLEAN_ENVIRONMENT,SOCIETE BEST CLEAN ENVIRONMENT,company,1,1
CO_BEST_CONFECTION,BEST CONFECTION,company,1,0
CO_BEST_CONSEIL,BEST CONSEIL,company,2,1
CO_BEST_CONSULTING_PILOTAGE,SOCIETE BEST CONSULTING ET PILOTAGE,company,1,1
CO_BEST_CONTACT,BEST CONTACT,company,1,1
CO_BEST_CONTROL,SOCIETE BEST CONTROL,company,1,1
CO_BEST_DEAL,BEST DEAL,company,1,1
CO_BEST_DESIGN,SOCIETE BEST DESIGN,company,1,1
CO_BEST_DESIGN_FACTORY_BEN_SALEM,SOCIETE BEST DESIGN FACTORY BEN-SALEM,company,1,1
CO_BEST_DEVIS,BEST DEVIS,company,1,0
CO_BEST_DRESSING,BEST DRESSING,company,1,0
CO_BEST_FRUIT_TUNISIA,SOCIETE BEST FRUIT TUNISIA,company,1,1
CO_BEST_GROUP,BEST GROUP,company,1,1
CO_BEST_GYM,BEST GYM,company,1,0
CO_BEST_IMPORT_EXPORT_COMPANY_BIECO,BEST IMPORT EXPORT COMPANY BIECO,company,1,1
CO_BEST_INFO,BEST INFO,company,1,0
CO_BEST_INTERIM_SERVICE,BEST INTERIM SERVICE,company,1,0
CO_BEST_INTERNATIONAL_CONSULTING_IMMO,BEST INTERNATIONAL CONSULTING ET IMMO,company,1,0
CO_BEST_INTERNATIONAL_TRADING,BEST INTERNATIONAL TRADING,company,1,0
CO_BEST_LEAN_CONSULTING,BEST LEAN CONSULTING,company,1,0
CO_BEST_LEASE,BEST LEASE,company,17,1
CO_BEST_LIFE,BEST LIFE,company,1,0
CO_BEST_LIFE_PARAPHARMACIE,BEST LIFE PARAPHARMACIE,company,2,1
CO_BEST_METAL_GAFSA,SOCIETE BEST METAL GAFSA,company,1,1
CO_BEST_MOTEUR,BEST MOTEUR,company,1,0
CO_BEST_MOUSSE,BEST MOUSSE,company,2,0
CO_BEST_NAT_INVEST,BEST NAT INVEST,company,1,1
CO_BEST_NEW_CALL,SOCIETE BEST NEW CALL,company,1,1
CO_BEST_NEW_CO,BEST NEW CO,company,1,1
CO_BEST_OLIVOIL,BEST OLIVOIL,company,1,0
CO_BEST_PRESSING,SOCIETE BEST PRESSING,company,1,0
CO_BEST_PRINT,BEST PRINT,company,1,0
CO_BEST_QUALITY_BEST_PRICE_BETB,SOCIETE BEST QUALITY ET BEST PRICE BETB,company,1,1
CO_BEST_REPRESENTATION,BEST REPRESENTATION,company,1,1
CO_BEST_SERVICES_SOLUTIONS,BEST SERVICES SOLUTIONS,company,1,1
CO_BEST_SOLUTIONS,SOCIETE BEST SOLUTIONS,company,1,0
CO_BEST_TELECOM_SERVICES,BEST TELECOM SERVICES,company,1,0
CO_BEST_TOURS,BEST TOURS,company,2,1
CO_BEST_WEAR_NEGOCE,BEST WEAR NEGOCE,company,1,1
CO_BEST_WEAR_NEW_CO,SOCIETE BEST WEAR NEW CO,company,1,1
CO_BETACUBE,BETACUBE,company,2,1
CO_BETA_IMMOBILIERE,BETA IMMOBILIERE,company,1,1
CO_BETEA_PLUS,BETEA PLUS,company,1,0
CO_BETOCONCEPT,BETOCONCEPT,company,1,1
CO_BETONIA,BETONIA,company,1,0
CO_BETON_CENTRE_SBC,SOCIETE BETON DU CENTRE SBC,company,1,0
CO_BETON_INDUSTRIALISE_GLOULOU_SOBIG,SOCIETE BETON INDUSTRIALISE GLOULOU SOBIG,company,5,1
CO_BETON_MANUFACTURE_LOASIS,SOCIETE BETON MANUFACTURE DE LOASIS,company,1,1
CO_BETON_MODERNE_INDUSTRIEL,SOCIETE DE BETON MODERNE INDUSTRIEL,company,1,1
CO_BETRONIC_TUNISIA,BETRONIC TUNISIA,company,2,1
CO_BET_ARCHIMED,SOCIETE BET ARCHIMED,company,1,0
CO_BEVEX,SOCIETE BEVEX,company,1,0
CO_BEY,LE BEY,company,1,0
CO_BEZEMA_TUNISIE,BEZEMA TUNISIE,company,1,1
CO_BE_COMM,BE : COMM,company,2,0
CO_BE_INVEST_SICAF,BE INVEST SICAF,company,1,0
CO_BFCM_FRANCE,BFCM FRANCE,company,2,1
CO_BFPME,BFPME,company,1,1
CO_BGI_BONNE_GOUVERNANCE_INFORMATIQUE,BGI BONNE GOUVERNANCE INFORMATIQUE,company,1,1
CO_BHD_HOLDING_LTD,BHD HOLDING LTD,company,1,0
CO_BHG_TUNISIA,BHG TUNISIA,company,2,1
CO_BHM,BHM,company,3,1
CO_BHM_DISTRIBUTION,BHM DISTRIBUTION,company,4,1
CO_BHM_IMMOBILIERE,BHM IMMOBILIERE,company,3,1
CO_BHM_PROMOGRO,BHM PROMOGRO,company,7,1
CO_BH_ASSURANCE,BH ASSURANCE,company,19,1
CO_BH_BANK,BH BANK,company,36,1
CO_BH_CONFECTION,SOCIETE BH CONFECTION,company,1,0
CO_BH_EQUITY,BH EQUITY,company,30,1
CO_BH_IMMO,BH IMMO,company,2,1
CO_BH_INVEST,BH INVEST,company,3,1
CO_BH_LEASING,BH LEASING,company,6,1
CO_BH_RECOURVREMENT,BH RECOURVREMENT,company,2,1
CO_BH_SICAF,BH SICAF,company,3,1
CO_BH_SICAV_CAPITAL,BH SICAV CAPITAL,company,2,1
CO_BH_SICAV_OBLIGTOIRE,BH SICAV OBLIGTOIRE,company,2,1
CO_BIAT_ASSETS_MANAGEMENT,BIAT ASSETS MANAGEMENT,company,1,1
CO_BIAT_ASSET_MANAGEMENT,BIAT ASSET MANAGEMENT,company,2,1
CO_BIAT_CAPITAL,BIAT CAPITAL,company,6,1
CO_BIAT_CAPITAL_RISQUE,BIAT CAPITAL RISQUE,company,7,1
CO_BIAT_CONSULTING,BIAT CONSULTING,company,16,1
CO_BIAT_FRANCE,BIAT FRANCE,company,3,1
CO_BIECO_MARKETING,BIECO MARKETING,company,2,1
CO_BIENS_DEQUIPEMENTS_HOTELIERS_BEH,BIENS DEQUIPEMENTS HOTELIERS BEH,company,1,1
CO_BIENS_DEQUIPEMENTS_HOTELIERS_MENAGERS_INDUSTRIELS_BEH,"LES BIENS DEQUIPEMENTS HOTELIERS, MENAGERS ET INDUSTRIELS BEH",company,1,1
CO_BIENVENUE_COMMERCE_MONDIAL,SOCIETE BIENVENUE DE COMMERCE MONDIAL,company,1,1
CO_BIFAQ,BIFAQ,company,2,1
CO_BIFECTA,BIFECTA,company,2,1
CO_BIFORDECIDE,SOCIETE BIFORDECIDE,company,1,1
CO_BIGDEAL,BIGDEAL,company,3,1
CO_BIG_PACK,BIG PACK,company,1,1
CO_BIKINI_BEACH_CONCEPT,BIKINI BEACH CONCEPT,company,1,1
CO_BILEL_VENTE_PRODUIT_MEDICAL,BILEL DE VENTE DE PRODUIT MEDICAL,company,1,0
CO_BIMADUE,SOCIETE BIMADUE,company,1,1
CO_BIM_EXPERTS,BIM EXPERTS,company,1,1
CO_BINA_CORP,BINA CORP,company,14,1
CO_BINA_HOLDING,BINA HOLDING,company,12,1
CO_BINA_TRADE,BINA TRADE,company,1,1
CO_BINGO,BINGO,company,1,0
CO_BINIT_IMMO_TUNISIE,BINIT IMMO TUNISIE,company,1,1
CO_BINIT_NEARSHORE_SERVICES,BINIT NEARSHORE SERVICES,company,2,1
CO_BIODEX,BIODEX,company,3,1
CO_BIOFIG,BIOFIG,company,1,1
CO_BIOHEALTH,BIOHEALTH,company,1,1
CO_BIOKAST_ENERGY,BIOKAST ENERGY,company,2,1
CO_BIOLAB,BIOLAB,company,1,0
CO_BIOLEX,BIOLEX SA,company,9,1
CO_BIOLOGIE_TECHNOLOGIE_BIOTECH,SOCIETE BIOLOGIE ET TECHNOLOGIE BIOTECH,company,1,1
CO_BIOMARE,BIOMARE,company,1,0
CO_BIOMAT_MEDICAL,BIOMAT MEDICAL,company,1,1
CO_BIOMEDICALE_MAINTENANCE_KINESITHERAPIE,BIOMEDICALE MAINTENANCE ET KINESITHERAPIE,company,1,1
CO_BIOME_SOLAR_INDUSTRY,BIOME SOLAR INDUSTRY,company,1,1
CO_BIOPACK_TUNISIA,BIOPACK TUNISIA,company,7,1
CO_BIOPHYMED_MAGHREB,BIOPHYMED MAGHREB,company,1,1
CO_BIOSCA_TAMARA,BIOSCA TAMARA,company,4,1
CO_BIOSEVE,BIOSEVE,company,1,1
CO_BIOSPHERE_BIOLOGICAL_TECHNICS_BBI,SOCIETE BIOSPHERE BIOLOGICAL TECHNICS BBI,company,1,0
CO_BIO_AGRE_GREEN,BIO AGRE GREEN,company,2,1
CO_BIO_AIR,BIO AIR,company,2,1
CO_BIO_ALGUE,BIO ALGUE,company,1,1
CO_BIO_CONSEILS,BIO CONSEILS,company,1,1
CO_BIO_ENERGY_TUNISIA,SOCIETE BIO ENERGY TUNISIA,company,1,1
CO_BIO_FREEZE,BIO FREEZE,company,1,1
CO_BIO_GAZ,SOCIETE BIO GAZ,company,1,0
CO_BIO_GAZ_SBG,BIO GAZ SBG,company,1,0
CO_BIO_LIQUIDES_TUNISIE,BIO LIQUIDES TUNISIE,company,2,1
CO_BIO_MEDICALE_MAINTENANCE_KINESTHERAPIE_TUNISIE,SOCIETE BIO MEDICALE MAINTENANCE ET KINESTHERAPIE TUNISIE,company,1,1
CO_BIO_PLAST,BIO PLAST,company,2,0
CO_BIO_PRODUCT,BIO PRODUCT,company,1,1
CO_BIO_TUNISIA_INNOVATION_BIOTI,BIO TUNISIA INNOVATION BIOTI,company,1,0
CO_BISCUITERIE_BOUBAKRI_AICHA,BISCUITERIE BOUBAKRI AICHA,company,1,0
CO_BISCUITERIE_CHAABANE,SOCIETE BISCUITERIE CHAABANE,company,1,1
CO_BISCUITERIE_CHABANE,SOCIETE BISCUITERIE CHABANE,company,3,1
CO_BISCUITERIE_DABROUZ,BISCUITERIE DABROUZ,company,1,1
CO_BISCUITERIE_MEDITERRANEENNE,SOCIETE BISCUITERIE MEDITERRANEENNE,company,16,1
CO_BISCUITERIE_NAJD,BISCUITERIE NAJD,company,1,0
CO_BISCUITERIE_NORD_AFRICAINE,SOCIETE BISCUITERIE NORD AFRICAINE,company,1,1
CO_BISHOP_SERVICES,SOCIETE BISHOP SERVICES,company,1,1
CO_BISHOP_TECHNOLOGY,BISHOP TECHNOLOGY,company,1,1
CO_BISSA_PROMOTION_IMMOBILIERE,SOCIETE BISSA DE PROMOTION IMMOBILIERE,company,1,1
CO_BITAKA,BITAKA,company,2,1
CO_BITBASE_TUNISIE,BITBASE TUNISIE,company,2,0
CO_BITUMED,BITUMED,company,1,1
CO_BITUMEX,BITUMEX,company,8,1
CO_BITUME_INVEST,BITUME INVEST,company,1,1
CO_BITUME_SUD_NORD,BITUME SUD NORD,company,1,0
CO_BIZERTA_AGRL_INDUSTRY,BIZERTA AGRL INDUSTRY,company,1,1
CO_BIZERTA_BEACH_SPORT,BIZERTA BEACH SPORT,company,1,0
CO_BIZERTA_MARITIME_ASSOCIATION,BIZERTA MARITIME ASSOCIATION,association / union,1,1
CO_BIZERTE_CAP_3000,BIZERTE CAP 3000,company,4,1
CO_BIZERTE_CAP_3001,BIZERTE CAP 3001,company,1,1
CO_BIZERTE_CAP_3002,BIZERTE CAP 3002,company,1,0
CO_BIZERTE_CAP_3003,BIZERTE CAP 3003,company,1,1
CO_BIZERTE_CAP_3004,BIZERTE CAP 3004,company,1,0
CO_BIZERTE_CAP_3005,BIZERTE CAP 3005,company,1,1
CO_BIZERTE_CAP_3006,BIZERTE CAP 3006,company,1,0
CO_BIZERTE_CAP_3007,BIZERTE CAP 3007,company,1,1
CO_BIZERTE_CAP_3008,BIZERTE CAP 3008,company,1,1
CO_BIZERTE_PHONEXPERT,BIZERTE PHONEXPERT,company,1,0
CO_BK_FOOD,BK FOOD,company,5,1
CO_BLACK_PEARL_TECHNOLOGIES,BLACK PEARL TECHNOLOGIES,company,1,1
CO_BLAITI_CONFECTION,BLAITI CONFECTION,company,1,0
CO_BLANCHISSERIE_CENTRALE_HOTELIERE,BLANCHISSERIE CENTRALE HOTELIERE BCH,company,3,1
CO_BLANCS_MINERAUX_TUNISIE,BLANCS MINERAUX DE TUNISIE,company,3,1
CO_BLAT_SICAR,BLAT SICAR,company,1,1
CO_BLEOR,BLEOR,company,1,1
CO_BLEU_MANDARINE,BLEU MANDARINE,company,1,0
CO_BLINDAGE_TUNISIE,BLINDAGE DE TUNISIE,company,1,1
CO_BLOOM_CLUB,BLOOM CLUB,company,1,1
CO_BLOW_PACK,BLOW PACK,company,5,1
CO_BLUEFIN_TUNISIE,BLUEFIN TUNISIE,company,7,1
CO_BLUETEX,BLUETEX,company,1,1
CO_BLUE_BELL,BLUE BELL,company,1,0
CO_BLUE_COM,BLUE COM,company,1,1
CO_BLUE_CONTROL_SERVICES,BLUE CONTROL SERVICES,company,1,0
CO_BLUE_DJERBA,BLUE DJERBA,company,1,0
CO_BLUE_JEANS_ITALIA,BLUE JEANS ITALIA,company,1,0
CO_BLUE_LINE_CONFECTION,SOCIETE BLUE LINE CONFECTION,company,1,1
CO_BLUE_MED_FINANCE,BLUE MED FINANCE,company,1,1
CO_BLUE_STAR,BLUE STAR,company,1,0
CO_BLUE_TRADE_INTERNATIONAL,SOCIETE BLUE TRADE INTERNATIONAL,company,1,1
CO_BMABROUK_TRANSPORT_TERRESTRE,SOCIETE BMABROUK DE TRANSPORT TERRESTRE,company,1,1
CO_BMA_GROUPE_RECYCLAGE,BMA GROUPE RECYCLAGE,company,1,0
CO_BMCE_CAPITAL,BMCE CAPITAL,company,6,1
CO_BMK,BMK,company,1,0
CO_BMK_INDUSTRIE,SOCIETE BMK INDUSTRIE,company,1,1
CO_BMW_TRADING,BMW TRADING,company,2,1
CO_BM_BROSSES,SOCIETE BM BROSSES,company,1,0
CO_BM_CONFECTION,BM CONFECTION,company,1,0
CO_BM_INTERNATIONAL_TRADING,BM INTERNATIONAL TRADING,company,1,1
CO_BNA_CAPITAUX,BNA CAPITAUX,company,2,1
CO_BNA_PARTICIPATIONS,BNA PARTICIPATIONS,company,3,1
CO_BNA_SICAF,BNA SICAF,company,1,0
CO_BNA_SICAF_PARTICIPATION,BNA SICAF PARTICIPATION,company,1,0
CO_BNCO,BNCO,company,2,1
CO_BNP_PARIBAS_BDDI_IRB_PARTICIPATIONS,BNP PARIBAS BDDI IRB PARTICIPATIONS,company,1,1
CO_BNP_PARIBAS_IRB,BNP PARIBAS IRB,company,1,1
CO_BNP_PARIBAS_IRB_PARTICIPATIONS,BNP PARIBAS IRB PARTICIPATIONS,company,1,1
CO_BODO_BETON,BODO BETON,company,1,0
CO_BODY_FORCE_GYM,SOCIETE BODY FORCE GYM,company,1,1
CO_BODY_PROTECT_PRODUCTS,BODY PROTECT PRODUCTS,company,1,0
CO_BOISSONS_CAP_BON,SOCIETE DES BOISSONS DU CAP BON,company,6,1
CO_BOISSONS_CAP_BON_SBC,SOCIETE BOISSONS DU CAP BON SBC,company,9,1
CO_BOISSONS_TUNISIE_MEDDEB,BOISSONS TUNISIE MEDDEB BTM,company,1,0
CO_BOIS_LAC,BOIS DU LAC,company,1,1
CO_BOIS_MAISON,BOIS DE LA MAISON,company,2,0
CO_BOIS_MATERIAUX_CONSTRUCTION,SOCIETE BOIS ET MATERIAUX DE CONSTRUCTION,company,1,0
CO_BOIS_MATERIAUX_SUD_SBMS,SOCIETE DE BOIS ET MATERIAUX DU SUD SBMS,company,1,1
CO_BOIS_SUD,SOCIETE DU BOIS DU SUD,company,1,1
CO_BOITE_METALLIQUE_TUNISIENNE,LA BOITE METALLIQUE TUNISIENNE,company,2,0
CO_BOLERIO,BOLERIO,company,10,1
CO_BOMEXPORT_BM,BOMEXPORT BM,company,2,1
CO_BONASSISA_GENERAL_SERVICES,BONASSISA GENERAL SERVICES,company,1,0
CO_BONEPI,LE BONEPI,company,1,1
CO_BONNA_BETON_MATERIAUX_PREFABRIQUES,BONNA BETON MATERIAUX PREFABRIQUES,company,8,1
CO_BONNA_IMMOBILIERE,BONNA IMMOBILIERE,company,1,1
CO_BONNA_SABLA,BONNA SABLA,company,2,1
CO_BONNA_SABLA_FRANCE,BONNA SABLA FRANCE,company,5,1
CO_BONNA_TUNISIE,BONNA TUNISIE,company,15,1
CO_BONNETERIE_LUXE_SOBOLUX,SOCIETE DE BONNETERIE DE LUXE SOBOLUX,company,1,1
CO_BONNE_CARRIERE,SOCIETE LA BONNE CARRIERE,company,2,1
CO_BONNE_GOUVERNANCE_INFORMATIQUE,BONNE GOUVERNANCE INFORMATIQUE BGI,company,2,1
CO_BONTAZ,BONTAZ,company,1,1
CO_BON_APP,BON APP,company,1,0
CO_BON_BISCUIT_SUD,SOCIETE LE BON BISCUIT DU SUD BBS,company,2,0
CO_BON_CHOIX,BON CHOIX,company,3,1
CO_BON_CHOIX_GROS,SOCIETE BON CHOIX GROS,company,1,0
CO_BON_GOUT,LE BON GOUT,company,5,1
CO_BON_PIN_ITALIA,BON & PIN ITALIA,company,1,0
CO_BON_PRIX,BON PRIX,company,5,1
CO_BOOKKEEPING_AUDITING_CONSULTING,BOOKKEEPING AUDITING CONSULTING,company,1,1
CO_BORAPLAST,BORAPLAST,company,1,1
CO_BORHENE_TRAVAUX,SOCIETE BORHENE TRAVAUX,company,2,1
CO_BORJ_ESSAYEH_FARHA,SOCIETE BORJ ESSAYEH FARHA,company,1,0
CO_BOSCH_CAR_SERVICE_SOUKRA,BOSCH CAR SERVICE SOUKRA BCSS,company,4,1
CO_BOSCO_TUNISIA,BOSCO TUNISIA,company,1,1
CO_BOSH_DIGITAL,BOSH DIGITAL,company,1,1
CO_BOSSNET,BOSSNET,company,1,0
CO_BOT_ENERGY,BOT ENERGY,company,1,1
CO_BOT_TUNISIA,BOT TUNISIA,company,2,1
CO_BOUABIDI_DATTES,BOUABIDI DATTES,company,1,0
CO_BOUAFIF_BOIS,SOCIETE BOUAFIF DE BOIS,company,1,1
CO_BOUATAY_CONFECTION_SOBOCO,SOCIETE BOUATAY CONFECTION SOBOCO,company,2,0
CO_BOUAZIZ_CIE,ETABLISSEMENTS BOUAZIZ ET CIE,company,1,0
CO_BOUBAKER_LOCATION_VOITURES,SOCIETE BOUBAKER DE LOCATION DES VOITURES,company,1,1
CO_BOUBAKER_OUALI_FILS,BOUBAKER OUALI ET FILS,company,2,0
CO_BOUCHAMAOUI_AETR_INDUSTRIES,BOUCHAMAOUI AETR INDUSTRIES,company,6,1
CO_BOUCHAMAOUI_A_R_INDUSTRIES,SOCIETE BOUCHAMAOUI A & R INDUSTRIES,company,3,1
CO_BOUCHAMAOUI_INDUSTRIES,SOCIETE BOUCHAMAOUI INDUSTRIES,company,3,1
CO_BOUCHNIBA_MATERIAUX_CONSTRUCTION,SOCIETE BOUCHNIBA DE MATERIAUX DE CONSTRUCTION,company,1,0
