onset,terminus,tail,head,spell_id,role,layer,link_status
453,1674,1593,1594,SP_ec75e25255683a93705c,gerant,corporate,resolved
431,1185,131,1595,SP_42746904db2db7f494a0,gerant,corporate,resolved
500,Inf,1596,1597,SP_fda2f5c6ce31f175ef9f,gerant,corporate,ambiguous
505,Inf,1598,1599,SP_fe8c4e7a452fbcd8069d,gerant,corporate,resolved
429,Inf,105,1600,SP_1fd853ac73ead734488c,gerant,corporate,resolved
-Inf,Inf,47,1088,SP_a1e910834b5071185377,administrateur,corporate,resolved
-Inf,Inf,1587,1088,SP_0c8cd9e99ddb07965a58,administrateur,corporate,resolved
-Inf,Inf,49,1088,SP_e88c95f10ec161c705cd,administrateur,corporate,resolved
-Inf,Inf,1087,1088,SP_87573ad2be33c13dbb1a,administrateur,corporate,resolved
-Inf,Inf,47,1088,SP_47bbb35e930dfd981e7e,association_president,corporate,resolved
-Inf,493,1400,1601,SP_0ea9ca03461743151efe,gerant,corporate,ambiguous
414,Inf,1602,1603,SP_8d12a2599205e1d8f5e8,pdg,corporate,resolved
505,Inf,84,1604,SP_0b2962a5700d644cf7fe,gerant,corporate,resolved
476,Inf,1605,1606,SP_8e810140454b39fd0f85,gerant,corporate,resolved
-Inf,891,74,1607,SP_a009c265cfdcde27a6c6,gerant,corporate,ambiguous
510,Inf,1608,1609,SP_d3e01ce8aaa7c88905ed,gerant,corporate,ambiguous
505,Inf,1610,1611,SP_b96b8355c84ee76fefd7,gerant,corporate,resolved
510,1194,1612,1613,SP_c9f2f4eaf9fa133ea934,gerant,corporate,resolved
513,Inf,491,1614,SP_6fc6489ff2521c486b76,gerant,corporate,resolved
492,1183,1615,1616,SP_0897e018c32a474efae0,president_ca,corporate,resolved
-Inf,1637,1617,1616,SP_9613491203474fe1bde8,dg,corporate,resolved
505,1461,546,1618,SP_85b087e7bfb098901779,dg,corporate,resolved
-Inf,Inf,1619,1620,SP_14d4dee87f4b6f0cf16f,gerant,corporate,ambiguous
496,496,1621,1622,SP_514976a81670c511dc9f,liquidateur,corporate,resolved
499,Inf,1623,1624,SP_56301e0818f1bf29a59e,administrateur,corporate,resolved
499,Inf,596,1624,SP_b37f44dbf66227855501,commissaire_aux_comptes,corporate,ambiguous
499,Inf,1623,1624,SP_148e64f70db099abea88,pdg,corporate,resolved
499,Inf,1625,1624,SP_2e3b240e2f10f64061ee,dga,corporate,resolved
507,891,127,1626,SP_fca6505862082b89e922,gerant,corporate,resolved
483,Inf,1627,731,SP_f17e399d9979f691f172,gerant,corporate,ambiguous
483,834,1628,731,SP_9b37151b5c8f853e3d15,gerant,corporate,ambiguous
-Inf,Inf,131,1629,SP_385e8e59e4064bdfac86,pdg,corporate,resolved
-Inf,487,1630,1631,SP_c408a2d3741b61453c34,gerant,corporate,resolved
-Inf,Inf,1627,1632,SP_ae2d53d8fd03cdebd63f,gerant,corporate,resolved
491,Inf,502,1633,SP_0c02bb1be93ef64a3d1b,association_president,corporate,resolved
491,Inf,1024,1633,SP_471965f309c3f7eaec84,dg,corporate,resolved
259,Inf,11,1634,SP_e4fc4f9cfad4f228c9aa,pdg,corporate,resolved
479,1742,1635,627,SP_264f18d335a5da8983df,fondateur,corporate,ambiguous
479,1742,1636,627,SP_9c04b6a6c4a9b3308ae0,dg,corporate,ambiguous
479,1742,1635,627,SP_8b5c33d4018ca8f6451a,pdg,corporate,ambiguous
482,Inf,1637,1638,SP_639b6c84c226431a5f50,gerant,corporate,resolved
-Inf,490,1639,1640,SP_b4366af41cba96a5bf17,gerant,corporate,resolved
-Inf,Inf,1641,1642,SP_db142a58425785ebc3c9,associe,corporate,ambiguous
371,371,339,1643,SP_eee2680632865201ccc8,unspecified,corporate,ambiguous
-Inf,501,1644,1645,SP_580228dbfc6d5ed9ebde,gerant,corporate,resolved
-Inf,501,1646,1645,SP_cf998abaaa94bbe8f7d1,gerant,corporate,resolved
517,Inf,1647,1648,SP_37860aa29517b5754403,gerant,corporate,resolved
511,Inf,1649,1650,SP_abb32bfabe4629e6f7bc,gerant,corporate,resolved
505,Inf,1651,1652,SP_b76156175fff118271ff,gerant,corporate,ambiguous
-Inf,97,1653,1654,SP_dee9d445f22c1a775d43,cogerant,corporate,resolved
-Inf,Inf,590,1655,SP_a9ef4bba41a42cc47096,gerant,corporate,resolved
490,Inf,1656,1657,SP_970eec7012b99fa6d69e,gerant,corporate,resolved
519,Inf,1658,1659,SP_b27bdab6295898428794,gerant,corporate,resolved
505,Inf,1660,1661,SP_a660c8b275df6b739d0f,gerant,corporate,ambiguous
522,Inf,1662,1663,SP_75f90257e510fb4f97ab,gerant,corporate,ambiguous
302,Inf,1155,1664,SP_cc0b563c28da5efd459d,pdg,corporate,ambiguous
507,Inf,672,1665,SP_1d31c777828d2c3d8b98,administrateur,corporate,resolved
-Inf,Inf,672,1665,SP_f3b562cb4b386f1f0c51,president_ca,corporate,resolved
-Inf,Inf,1666,1665,SP_ec26d0319bd19e4df8ae,dg,corporate,resolved
-Inf,Inf,1667,1668,SP_8a0f60fffde531ab489e,gerant,corporate,ambiguous
517,Inf,1669,1670,SP_db8dedcdcaf9636c5860,administrateur,corporate,ambiguous
517,Inf,1671,1670,SP_a9e516be60ee2c67bb15,administrateur,corporate,ambiguous
517,Inf,1672,1673,SP_ffcc43f21220e9d31ba4,administrateur,corporate,resolved
517,Inf,92,1673,SP_02dda072ce0b25bae6ff,administrateur,corporate,resolved
517,Inf,1073,1673,SP_0fe3138155894d900281,administrateur,corporate,resolved
517,Inf,1674,1673,SP_5a673bb71c493a65d9c5,administrateur,corporate,resolved
517,Inf,1674,1673,SP_04d727b112b4d4e0f4f9,president_ca,corporate,resolved
525,Inf,1675,1676,SP_459c8683ccfe46c43aeb,gerant,corporate,resolved
526,Inf,1677,1678,SP_910a8523b7428ed5ec1c,gerant,corporate,resolved
459,Inf,1679,1680,SP_391008bbb56e8ec3939b,gerant,corporate,resolved
504,Inf,1681,1682,SP_bffd680dd9c4dad28278,gerant,corporate,resolved
504,Inf,1683,1682,SP_73facadbddd5e6c2a121,gerant,corporate,resolved
366,Inf,1684,800,SP_662fab032b40166fed4e,pdg,corporate,ambiguous
527,1019,1685,1686,SP_30d862287879a7c60fbd,gerant,corporate,resolved
524,Inf,1687,1688,SP_208bb40a1dce99982fa7,gerant,corporate,resolved
484,Inf,596,1689,SP_6e1a3d84d0d4ea39ab25,commissaire_aux_comptes,corporate,ambiguous
475,Inf,1690,1691,SP_cbfa0ac412a0e5a725d7,association_president,corporate,resolved
475,Inf,1357,1691,SP_5c4c94967274846f8a6e,dg,corporate,resolved
510,Inf,1692,1693,SP_5ef1412c187a0619ca13,gerant,corporate,ambiguous
526,Inf,1694,1695,SP_62ad9fc6c0d779af03e8,cogerant,corporate,resolved
269,346,1696,609,SP_41e63bbd3aad9250e387,dg,corporate,ambiguous
400,Inf,1697,1698,SP_13d408580cefc9e765a4,representant,corporate,resolved
442,Inf,1361,1699,SP_69b90eece2cba1f3f296,dga,corporate,resolved
533,Inf,1033,1700,SP_e350e719ace9dbc7082d,president_ca,corporate,resolved
533,Inf,1701,1700,SP_44d374f03f28392b2a93,vice_president,corporate,resolved
533,Inf,1702,1700,SP_5bdf676396290deeb967,dg,corporate,resolved
533,Inf,1142,1700,SP_63e7bc848a7dc0fb5f84,administrateur,corporate,resolved
528,1715,1703,1704,SP_f3f0d0e92fca93b7f14b,pdg,corporate,resolved
524,Inf,1705,1706,SP_25298983c7cf8b75c330,administrateur,corporate,ambiguous
526,Inf,1707,1708,SP_a989adacb7c4015f79ef,gerant,corporate,resolved
503,Inf,1709,1710,SP_32ddf741396411648148,gerant,corporate,resolved
503,Inf,1531,1710,SP_966a8c3e8afa553473ca,gerant,corporate,resolved
532,Inf,1711,1712,SP_20a91552f1cc7459af42,gerant,corporate,resolved
531,Inf,72,1713,SP_a0c5df0a9093e2aeab2f,gerant,corporate,ambiguous
-Inf,Inf,1714,1027,SP_0a3a7bd66a279f85bc48,unspecified,corporate,resolved
-Inf,Inf,1715,1716,SP_0c6a83799c62ded8023e,administrateur,corporate,ambiguous
-1665,Inf,693,1362,SP_50cea0dc7511e2095984,gerant,corporate,resolved
423,Inf,1717,1718,SP_15f3fe66e6e3c10934d0,gerant,corporate,resolved
-Inf,485,1719,1720,SP_c8454f9ac02d9e75465f,gerant,corporate,resolved
-Inf,232,1721,176,SP_bc62cd1e6830ca9baf1d,gerant,corporate,ambiguous
525,583,1722,1723,SP_703785e79da06c9ae0e2,gerant,corporate,ambiguous
-473,Inf,1724,1725,SP_3f1ca017cde28c8c3b7b,pdg,corporate,resolved
528,Inf,1726,1727,SP_f66c1b1b65aa4fc7451f,cogerant,corporate,resolved
524,Inf,1728,1729,SP_d1114b28e5b27d3af4db,gerant,corporate,resolved
531,Inf,1730,1731,SP_0ed103c4fef140ab43cb,gerant,corporate,resolved
-Inf,Inf,1675,1732,SP_fd9b64363451dfab4a9b,pdg,corporate,resolved
-Inf,497,1733,1734,SP_eca6ffcf8b5b765ea842,gerant,corporate,resolved
517,Inf,1735,1736,SP_df93d1244ff69c6a0e86,president_ca,corporate,resolved
533,Inf,1737,1738,SP_25968a7610acb9e5d42f,gerant,corporate,resolved
526,Inf,1739,1740,SP_5280e5c3a5a04b0ca2f1,gerant,corporate,resolved
534,Inf,977,1741,SP_705d20a0f60f47e1a92b,gerant,corporate,resolved
541,Inf,1742,1743,SP_e180bd1b5f5113313923,gerant,corporate,resolved
521,Inf,1744,1745,SP_561164cb41aa275ace0f,gerant,corporate,resolved
-Inf,Inf,163,1746,SP_8adaa1d5155476c66e28,dga,corporate,resolved
-Inf,Inf,161,1746,SP_9125b95e0d0f3f9a7077,pdg,corporate,ambiguous
514,Inf,1747,837,SP_7b84fce144adc3212871,pdg,corporate,resolved
517,Inf,1748,1749,SP_7243863630c00a8daefd,pdg,corporate,resolved
-Inf,Inf,1750,1751,SP_138c587f88d4cebda108,pdg,corporate,resolved
548,Inf,58,1751,SP_8ee95dc95932883ca457,unspecified,corporate,ambiguous
-Inf,-196,1752,1753,SP_68d36b9b9bafab3c9e02,representant,corporate,resolved
-Inf,821,1752,1753,SP_68d36b9b9bafab3c9e02,representant,corporate,resolved
-Inf,Inf,1754,1755,SP_5e6aa522f2a1f960ebeb,president_ca,corporate,ambiguous
521,Inf,1756,1757,SP_0a71ffa32165d57896a6,gerant,corporate,resolved
-6252,Inf,232,233,SP_daa3ac745e5d49cf4ecc,gerant,corporate,resolved
-Inf,Inf,58,1758,SP_c19383b9d2ad200be852,commissaire_aux_comptes,corporate,ambiguous
545,Inf,1759,1760,SP_052f00b9f78cdb3f7c94,gerant,corporate,resolved
66,Inf,1761,1762,SP_6b68d9c42fa42e1a458f,gerant,corporate,ambiguous
542,Inf,1763,1764,SP_c85ea9f018d70e266384,gerant,corporate,ambiguous
527,Inf,1765,1766,SP_9e6254e0fe2313b50c6c,gerant,corporate,resolved
545,Inf,1767,1768,SP_8f5cc598b6b94ed291d0,gerant,corporate,resolved
-Inf,1221,1667,1769,SP_9fafb9c77abcdd2a011f,pdg,corporate,ambiguous
446,Inf,1770,1771,SP_c5f43c22e1ca3351e7fb,member,corporate,resolved
446,Inf,1772,1771,SP_98047003f9bc267c1dd7,member,corporate,resolved
417,Inf,1770,1771,SP_05414f6648b34cfe1f17,pdg,corporate,resolved
525,650,1773,609,SP_535385436d121216ac12,gerant,corporate,ambiguous
520,Inf,522,1774,SP_2aa38bc32527486403b7,gerant,corporate,resolved
533,Inf,1775,1776,SP_b0399b985be4cb62359a,gerant,corporate,resolved
532,Inf,1775,1777,SP_77cde623e6e761167370,gerant,corporate,resolved
506,Inf,1778,1779,SP_fcf51c532aeeb559c478,gerant,corporate,resolved
554,Inf,1780,1781,SP_a07ed702fc8ac347b619,gerant,corporate,resolved
-Inf,Inf,94,1782,SP_7455109d0dbf845d2345,administrateur,corporate,ambiguous
-Inf,Inf,1059,1783,SP_de80155c35f650d00e73,gerant,corporate,ambiguous
513,Inf,1784,1785,SP_68a103172e4ff71e17ab,gerant,corporate,resolved
513,Inf,1786,1787,SP_82507c5e3c9f85a356c3,administrateur,corporate,resolved
562,Inf,1369,1788,SP_6b33ec496bfaf3b39337,administrateur,corporate,ambiguous
562,Inf,1789,1788,SP_605c3073d1f274c79227,administrateur,corporate,ambiguous
562,Inf,407,1788,SP_0ef520dde2bf0e00145a,administrateur,corporate,ambiguous
512,Inf,1790,1791,SP_ec66786e6fb15189fac3,pdg,corporate,resolved
549,963,1792,1793,SP_adfb50a9ff370ebe09e3,gerant,corporate,ambiguous
547,Inf,1794,1795,SP_ffeb28b22b265ad36d6e,gerant,corporate,resolved
379,Inf,15,1796,SP_1e4c4c083e9cf6180ada,administrateur,corporate,resolved
559,Inf,500,501,SP_74daad4254fc60b99cae,pdg,corporate,resolved
542,Inf,1797,1798,SP_6254f9877d43cfc5a539,president_ca,corporate,resolved
542,Inf,1799,1798,SP_c72c8a2192af6b620b6c,dg,corporate,resolved
542,Inf,1800,1798,SP_a2c287eccd544a2434e8,dga,corporate,resolved
542,855,1797,1801,SP_2f0d656f65f921c09258,president_ca,corporate,ambiguous
542,Inf,1802,1801,SP_6c7d898f04f151ee5f10,dg,corporate,resolved
542,855,1799,1801,SP_5eb66f531cdacb0ef745,dga,corporate,resolved
542,855,1797,1803,SP_d50307c7737265235eb5,president_ca,corporate,ambiguous
542,855,1800,1803,SP_a245b5a0f77f14b667f4,dg,corporate,ambiguous
542,Inf,1799,1803,SP_0743658435c3a7db513e,dga,corporate,ambiguous
-Inf,547,1804,1805,SP_af48fd888657247eaf31,gerant,corporate,ambiguous
549,Inf,1806,1807,SP_881db13702f809cf4523,representant,corporate,resolved
555,Inf,1808,1809,SP_26ef5b51c7bd4f409bab,gerant,corporate,resolved
196,Inf,1810,1811,SP_7eaf435c29e8a597f922,gerant,corporate,resolved
489,Inf,92,1812,SP_aaf73764babba766490d,president_ca,corporate,ambiguous
489,Inf,96,1812,SP_3d00748d0997a4159c1f,dg,corporate,resolved
541,Inf,339,1813,SP_ac4e0c15bf79933de533,gerant,corporate,resolved
563,Inf,193,1814,SP_873be3420a8021d33594,cogerant,corporate,resolved
532,Inf,1815,1816,SP_f9738900a2b48fa403c2,pdg,corporate,resolved
556,556,936,937,SP_015ecf37a3df5d90b196,liquidateur,corporate,ambiguous
367,Inf,544,1817,SP_74ad6401cfa37d049089,cogerant,corporate,resolved
367,Inf,546,1817,SP_6e1a3a93f40c12cff76d,cogerant,corporate,resolved
555,Inf,1818,1819,SP_b9fd4b081cc1584e9619,gerant,corporate,resolved
545,Inf,1067,1820,SP_1072c55dcc20d06bb684,pdg,corporate,ambiguous
545,Inf,1065,1820,SP_f7cd3988b90ecf091430,vice_president,corporate,resolved
540,Inf,1821,1822,SP_978d9241ac55b9c44dc5,pdg,corporate,resolved
454,Inf,1823,1824,SP_69e73110c67cb4914acd,cogerant,corporate,resolved
521,631,1825,1826,SP_21c21f954217b3c65456,dg,corporate,ambiguous
573,735,121,1827,SP_1395bd5d6610fad8a423,gerant,corporate,resolved
546,Inf,1065,1828,SP_a332456b31923084b59c,president_ca,corporate,resolved
546,Inf,1829,1828,SP_a45184462c38e05d2511,dg,corporate,resolved
541,Inf,1830,1831,SP_1c73c820e75ae466c6f6,gerant,corporate,resolved
569,Inf,1832,1833,SP_b0838294ade478f3aae4,gerant,corporate,resolved
567,Inf,1834,1835,SP_4af698fe82217507e99b,gerant,corporate,resolved
-Inf,575,1836,1837,SP_feb49eee6767c1465144,gerant,corporate,resolved
-Inf,575,1838,1837,SP_c57dffe436bce279b272,gerant,corporate,resolved
566,Inf,1839,1840,SP_b0ca4fe70965dd8155cd,gerant,corporate,ambiguous
581,Inf,1841,1842,SP_58cb15a5b9651d42c4fc,gerant,corporate,resolved
546,Inf,502,1843,SP_3bde401f9a72f5ec2cbf,pdg,corporate,resolved
-Inf,546,502,1843,SP_b4b487acfc5c29350cb7,unspecified,corporate,resolved
-640,1339,1844,1845,SP_ba6d4bc82f52b9d56cf6,gerant,corporate,ambiguous
422,Inf,1846,1847,SP_a011dd7a2d819849bceb,unspecified,corporate,resolved
507,Inf,454,1848,SP_4b3d5350423137350d0d,gerant,corporate,resolved
590,Inf,1849,1850,SP_ba6906aa6d2efc1ff4e8,gerant,corporate,resolved
107,Inf,918,1851,SP_7bb8fe740b4dc9e6000d,dg,corporate,resolved
584,Inf,1852,1853,SP_8470bd8f87eeb0c4a189,unspecified,corporate,resolved
589,Inf,1854,1855,SP_2b72819c0e306aeeedf9,pdg,corporate,resolved
419,Inf,1775,1776,SP_325e0583b52030a866d5,cogerant,corporate,resolved
-Inf,Inf,634,1856,SP_c698caaed59b6740593a,association_president,corporate,resolved
539,Inf,832,1856,SP_a69546f76c34a664328c,president_ca,corporate,resolved
539,Inf,634,1856,SP_6774f468848ee550ac24,president_ca,corporate,resolved
549,Inf,232,1857,SP_d11c06fd29fce70c7bcd,administrateur,corporate,resolved
549,Inf,1858,1857,SP_ecbd8529f959eecaa461,commissaire_aux_comptes,corporate,resolved
549,Inf,1859,1857,SP_5886f7e79762b74081d1,pdg,corporate,resolved
584,Inf,1860,1861,SP_a8f0490bbfc052fa8276,gerant,corporate,resolved
559,Inf,1862,1863,SP_afdaad326ca4d7826fe4,gerant,corporate,ambiguous
580,Inf,1864,1865,SP_ec7b7769c2fd6d9b6cbb,gerant,corporate,resolved
557,Inf,1866,1867,SP_29cc1d1ce3cbdc746fe2,dg,corporate,ambiguous
-Inf,Inf,1868,1869,SP_b52bf52f625b354a69c2,president_ca,corporate,resolved
510,Inf,656,1870,SP_5a9a11ee7704b40d40ae,cogerant,corporate,resolved
-Inf,585,1871,1872,SP_c0a4e48d00f50c1aae83,gerant,corporate,ambiguous
585,Inf,1681,1872,SP_2c0991a4cf3aafd9db97,gerant,corporate,ambiguous
487,Inf,1873,1874,SP_85fc66456fb00dd906c8,dga,corporate,resolved
553,Inf,1875,1876,SP_8887439e8c419cd8bc74,administrateur,corporate,ambiguous
514,Inf,1877,1878,SP_508b04937ef51019233c,cogerant,corporate,resolved
548,Inf,1879,1880,SP_a724671a09a093c164c2,gerant,corporate,resolved
597,Inf,1881,1882,SP_99cc8d02ac2c9cabc5c2,administrateur,corporate,resolved
485,Inf,1883,1884,SP_3e788cb3bac0cc05d60e,gerant,corporate,resolved
587,Inf,1885,1886,SP_5fa15bcfd36bcc22997f,gerant,corporate,resolved
572,Inf,469,1887,SP_85e10417fe272e3d198c,gerant,corporate,resolved
562,Inf,1888,1889,SP_7fd047d8387c11d93b02,gerant,corporate,resolved
513,Inf,875,1890,SP_7adbab95dddae214f84a,gerant,corporate,resolved
562,Inf,1891,1892,SP_92a71dea9684be064b86,gerant,corporate,ambiguous
597,Inf,1893,1894,SP_9e76f408c669541b4ff2,gerant,corporate,resolved
-Inf,570,1895,1896,SP_db4b421f66686bc7bdb6,gerant,corporate,ambiguous
598,Inf,1897,1538,SP_84e95b33622697e5d5f1,cogerant,corporate,resolved
594,Inf,1898,1899,SP_0651710bc150d941b055,gerant,corporate,resolved
555,Inf,1900,1901,SP_e86f7fddec4ad5dc0f34,cogerant,corporate,resolved
447,1128,1902,1903,SP_082ec6497a8c8c1451e9,administrateur,corporate,resolved
447,1128,1902,1903,SP_82a02e64d893dcdd9080,president_ca,corporate,resolved
447,724,1904,1903,SP_7f537d2bc9d02f3fc8c9,dg,corporate,resolved
603,Inf,1905,1906,SP_e231e938e42cdd9921ca,gerant,corporate,resolved
584,Inf,1364,1907,SP_b9f5b2248e136407b4c4,gerant,corporate,ambiguous
456,Inf,1908,1909,SP_af990e000c2242d92844,gerant,corporate,ambiguous
-Inf,Inf,1717,1910,SP_0cdd303750ae71411c9f,gerant,corporate,resolved
580,Inf,1911,1912,SP_323eba56ba2348d612ec,cogerant,corporate,resolved
604,632,1913,1914,SP_643e33b8f0084e8150b6,gerant,corporate,resolved
-2085,Inf,1915,1916,SP_41ccb1924b9cacc76b5b,commissaire_aux_comptes,corporate,resolved
537,Inf,199,1917,SP_f38ae96c30dd25332a52,gerant,corporate,resolved
600,Inf,1918,1919,SP_a3279854da732c897f4b,gerant,corporate,resolved
570,Inf,1920,1921,SP_ecf836090555941c6104,gerant,corporate,resolved
605,Inf,1922,1923,SP_2c7afec2d1beb5d478da,gerant,corporate,resolved
605,Inf,1924,1925,SP_2d35685e3dbd33d27b3f,gerant,corporate,resolved
580,Inf,1926,1927,SP_1a017a8db8c35b88abc3,gerant,corporate,resolved
547,Inf,1514,1928,SP_0fa1109d876ddfb47fe2,pdg,corporate,ambiguous
547,Inf,1514,1929,SP_2ec3b53218cac3f88858,gerant,corporate,resolved
546,Inf,1930,1931,SP_06e685d80b135112e77f,gerant,corporate,ambiguous
608,Inf,1932,1933,SP_aa0e0fb95a566f38a09e,gerant,corporate,ambiguous
610,Inf,199,1934,SP_f6c696c58f60c44c9582,gerant,corporate,resolved
545,Inf,1935,1936,SP_afa928e1ee1d0c0ced56,gerant,corporate,resolved
578,897,1937,1162,SP_a2f7b69004d164b89535,gerant,corporate,ambiguous
609,Inf,1938,1939,SP_6901e897424090e9f04d,gerant,corporate,resolved
602,Inf,1940,1941,SP_a0271d01c834a891adac,gerant,corporate,resolved
-Inf,Inf,623,1942,SP_cde6b5b4db4b1aa67d41,administrateur,corporate,resolved
605,Inf,242,1943,SP_d13b236fd41640cd0f3d,gerant,corporate,ambiguous
605,Inf,244,1943,SP_a853ae8d5a0446c69c19,gerant,corporate,ambiguous
-Inf,567,84,1944,SP_20eb3d06e926974c29ac,gerant,corporate,resolved
618,Inf,129,1945,SP_b74a9b120812a4be68ab,gerant,corporate,resolved
568,Inf,1946,1947,SP_98643e1e0c5e192dc6f6,gerant,corporate,ambiguous
-Inf,Inf,1948,1949,SP_2c8f0acd04cb464ba81d,administrateur,corporate,ambiguous
-Inf,Inf,1950,1949,SP_1361d4090fd24aa38d4a,administrateur,corporate,ambiguous
610,Inf,1951,1952,SP_9bc0b3e477c1b6629d1a,dg,corporate,resolved
475,Inf,676,1953,SP_81e986df4b60388e761b,gerant,corporate,resolved
609,Inf,450,1954,SP_ad04777546ff0fd6cf3f,representant,corporate,resolved
612,Inf,1955,1956,SP_768732fa1c7c48840767,gerant,corporate,resolved
597,Inf,1957,1958,SP_ea901d536d4b22f46900,gerant,corporate,resolved
616,Inf,1959,1960,SP_c85340ba10ace0e50044,gerant,corporate,resolved
562,Inf,1961,1962,SP_abcc97169166e563d922,gerant,corporate,ambiguous
617,Inf,1963,1964,SP_79b742989af1ab95ab42,gerant,corporate,resolved
602,1018,1965,1966,SP_1fa560d01226f8dfb4d2,gerant,corporate,resolved
-Inf,Inf,854,1967,SP_41cc5bdb5709eb2ccd94,pdg,corporate,resolved
622,Inf,1968,1969,SP_283c8dd8438615eaa5a4,gerant,corporate,resolved
623,1516,1970,1971,SP_efa1fea9cafd2637d743,gerant,corporate,resolved
603,Inf,1972,1973,SP_d0f63a54293250c2f003,gerant,corporate,resolved
604,Inf,502,1974,SP_e48f662c26c29a3192bf,pdg,corporate,resolved
604,Inf,1024,1974,SP_aa02080930845710f988,unspecified,corporate,resolved
624,Inf,339,1975,SP_915134c0fcf1f103b3f0,gerant,corporate,resolved
-Inf,546,1976,1977,SP_4c4085faa5c4c7036fc9,pdg,corporate,resolved
546,1674,1976,1977,SP_0991b0d86f0c3c22b3cc,president_ca,corporate,resolved
546,Inf,1978,1977,SP_5d85b64581195c1f5cf4,dg,corporate,resolved
581,Inf,1979,1980,SP_cf2f7ccfec7d9b49e5f1,gerant,corporate,resolved
581,1500,918,1980,SP_d2651e93c239007d76e1,gerant,corporate,resolved
610,Inf,1981,1982,SP_9b376199267638b74665,gerant,corporate,resolved
610,Inf,1983,1982,SP_a817fb290ab525eedfff,cogerant,corporate,resolved
-Inf,Inf,1984,1985,SP_fc5e36ada8d4bb417fb8,administrateur,corporate,resolved
623,Inf,1986,1987,SP_4a384ae3a7338191a215,gerant,corporate,resolved
597,1206,1988,1989,SP_cb7536bc67f7a57c95de,pdg,corporate,resolved
442,Inf,1371,1990,SP_6c3a7e846d06dfce3ab8,administrateur,corporate,ambiguous
442,Inf,1371,1990,SP_e13c0a8c186c0dd0b379,pdg,corporate,ambiguous
209,245,1991,1992,SP_85ce815065c49e85e58d,administrateur,corporate,ambiguous
582,582,1993,1994,SP_c97b2db3f0e4203b4cae,liquidateur,corporate,resolved
-Inf,Inf,678,1995,SP_16eb5ae3509457b67590,gerant,corporate,resolved
-Inf,606,1996,1997,SP_dc06f9530d44f56e8b18,gerant,corporate,resolved
632,Inf,1998,1999,SP_a2e05f6e2d73f68f309f,gerant,corporate,resolved
567,Inf,2000,2001,SP_7edd35a928cf2937c52b,gerant,corporate,resolved
610,Inf,2002,2003,SP_9cb29ffeb751df0fd399,gerant,corporate,resolved
442,442,2004,2005,SP_27fa05f9b7a7b46eb148,liquidateur,corporate,resolved
631,Inf,2006,2007,SP_0117d2ef5bfe93fa7006,gerant,corporate,ambiguous
625,1483,2008,2009,SP_af888b1100c4fcb3a1d5,president_ca,corporate,resolved
637,721,2010,2011,SP_5b973ee540312c0a6c8b,gerant,corporate,ambiguous
364,Inf,1033,2012,SP_972b0c48ddce1fe3b413,administrateur,corporate,resolved
636,674,2013,2014,SP_d42f52de1b38c2ebef00,gerant,corporate,resolved
-Inf,588,853,2015,SP_91866d787c698651b6d7,administrateur,corporate,ambiguous
-Inf,588,851,2015,SP_045f91fe932038b65e91,administrateur,corporate,ambiguous
-Inf,588,2016,2015,SP_f632c5be575a3fc01a2e,administrateur,corporate,ambiguous
546,Inf,2017,2018,SP_555b5e43b82b6f661903,unspecified,corporate,resolved
546,Inf,2019,2018,SP_7928238921f9467cbd59,unspecified,corporate,resolved
563,1065,2020,2021,SP_6e94f9725751afbf65a3,dg,corporate,ambiguous
-Inf,65,2022,2023,SP_ddfa08df6fc7de7b9de6,unspecified,corporate,ambiguous
562,Inf,2024,2025,SP_5179e973024df767672a,administrateur,corporate,ambiguous
592,Inf,2024,2026,SP_a768be104da268e2314d,administrateur,corporate,ambiguous
601,Inf,1067,2027,SP_1c1a714df0a35de5b5d6,gerant,corporate,resolved
603,Inf,1063,2028,SP_85fb28d7778e3d720f33,gerant,corporate,resolved
644,1403,2029,1075,SP_3127a07a41704caf05b1,gerant,corporate,ambiguous
482,Inf,2030,2031,SP_5468946d5468f0e750dc,president_ca,corporate,resolved
515,Inf,2032,2033,SP_49bf6fafc38ae67e054b,gerant,corporate,resolved
-Inf,641,2034,2035,SP_9797de433f13eb052cfc,gerant,corporate,ambiguous
-Inf,641,2036,2035,SP_658b53e0f800143209e9,gerant,corporate,resolved
628,Inf,2037,2038,SP_5e3c4caa5154efe03288,gerant,corporate,resolved
640,1460,2039,2040,SP_1ce786465e3ec976a79d,gerant,corporate,resolved
632,Inf,3,2041,SP_5d7941b52b22770ce5ff,gerant,corporate,resolved
646,Inf,2042,2043,SP_eaba3c9dbb3166852105,gerant,corporate,ambiguous
-Inf,482,165,2044,SP_ce0f11d00d560be91ec2,administrateur,corporate,resolved
-Inf,Inf,2045,2044,SP_8f92c3bd1438ce7531a2,administrateur,corporate,resolved
-Inf,1630,2045,2044,SP_091fef68cd8ed95a2fff,pdg,corporate,resolved
538,Inf,1371,2046,SP_9c37e2f873be6c40c165,pdg,corporate,resolved
542,Inf,2047,2048,SP_0479e85aab53c1ae42d7,pdg,corporate,resolved
-Inf,Inf,832,2049,SP_fc59e364f3e62a0b630b,pdg,corporate,resolved
587,899,636,2049,SP_a355171db9dc117d5065,dga,corporate,ambiguous
605,Inf,2050,2051,SP_479ff40a314d56faaf92,administrateur,corporate,ambiguous
605,Inf,2050,2051,SP_3eb70b4045da3bfb3531,president_ca,corporate,ambiguous
