family_a,family_b,period,marriages,marriages_cumulative,first_period
Ennigrou,Lakhoua,1900,1,1,1900
Ennouri,Hentati,1900,1,1,1900
Errais,Zarrouk,1900,1,1,1900
Essaidi,Hanafi,1900,1,2,1875
Essebsi,Manana,1900,1,1,1900
Essid,Fekih,1900,1,1,1900
Essid,Halouani,1900,1,1,1900
Essid,Jemaa,1900,1,1,1900
Essid,Jemmali,1900,1,1,1900
Essid,Sahli,1900,1,1,1900
Essid,Youssef,1900,1,1,1900
Essid,Zehani,1900,1,1,1900
Euch,Hachaichi,1900,1,1,1900
Euch,Kouki,1900,1,1,1900
Euchi,Hamdi,1900,1,1,1900
Euchi,Mrad,1900,1,1,1900
Ezzeddine,Jaziri,1900,1,1,1900
Ezzeddine,Mouaffak,1900,1,1,1900
Ezzine,Mbarek,1900,1,2,1875
Fakher,Hachani,1900,1,1,1900
Fakher,Ouali,1900,1,1,1900
Fakher,Zouari,1900,1,1,1900
Fallah,Khalsi,1900,1,1,1900
Fallah,Sabbagh,1900,1,1,1900
Fallah,Tounsi,1900,1,1,1900
Farah,Ghazzai,1900,1,1,1900
Farah,Mallah,1900,1,1,1900
Farza,Hassoumi,1900,1,1,1900
Farza,Miled,1900,1,1,1900
Farza,Tarrouche,1900,1,1,1900
Fayache,Mabrouk,1900,2,2,1900
Fayache,Sabbagh,1900,1,1,1900
Fayache,Stamrad,1900,1,1,1900
Fedhila,Zaafrani,1900,2,2,1900
Fekih,Miled,1900,1,1,1900
Fendri,Zouiten,1900,1,1,1900
Ferchiou,Yahia,1900,1,1,1900
Fourati,Gribaa,1900,1,1,1900
Fourati,Hamida,1900,1,1,1900
Fourati,Maaouia,1900,1,1,1900
Fourati,Mahjoub,1900,1,1,1900
Fourati,Ouertani,1900,1,1,1900
Fourati,Sancho,1900,1,1,1900
Françoise,Hachani,1900,1,1,1900
Frida,Guellaty,1900,1,1,1900
Frija,Koubaji,1900,1,1,1900
Gaigi,Gritli,1900,1,1,1900
Gaigi,Ouerghi,1900,1,1,1900
Gaigi,Ouertani,1900,1,1,1900
Gaigi,Somai,1900,1,1,1900
Gaigi,Zakour,1900,1,1,1900
Gall,Hachani,1900,1,1,1900
Gammoudi,Mahjoub,1900,1,1,1900
Gastli,Jazi,1900,1,1,1900
Ghachem,Hedda,1900,1,1,1900
Ghachem,Mestiri,1900,1,1,1900
Ghachem,Osman,1900,1,1,1900
Ghaliounji,Haouet,1900,1,1,1900
Ghaoui,Sidommou,1900,1,1,1900
Gharbi,Guerbâa,1900,1,1,1900
Ghariani,Miladi,1900,1,1,1900
Ghariani,Slama,1900,1,1,1900
Ghattas,Marsaoui,1900,1,1,1900
Ghattas,Tnani,1900,1,1,1900
Ghidalia,Maamouri,1900,1,1,1900
Ghliss,Zaafrani,1900,1,1,1900
Ghoula,Soua,1900,1,1,1900
Gmach,Guiga,1900,1,1,1900
Gmach,Namouchi,1900,1,1,1900
Gmati,Mazigh,1900,1,1,1900
Gomez,Rassaa,1900,1,1,1900
Gorgi,Soufi,1900,1,1,1900
Gorgi,Zakour,1900,1,1,1900
Guebila,Kouroghli,1900,1,1,1900
Gueddiche,Hemriti,1900,1,2,1875
Gueddiche,Miled,1900,2,2,1900
Gueddiche,Mrad,1900,1,1,1900
Guidaoui,Kaddour,1900,1,1,1900
Guiga,Hadjouj,1900,1,1,1900
Guiga,Hchim,1900,1,2,1875
Guiga,Saphir,1900,1,1,1900
Guissi,Hachaichi,1900,1,1,1900
Guiza,Yahia,1900,1,1,1900
Hachaichi,Hassairi,1900,1,1,1900
Hachaichi,Jaafar,1900,2,2,1900
Hachaichi,Kmiha,1900,1,1,1900
Hachaichi,Rachid,1900,1,1,1900
Hachaichi,Zaafrani,1900,1,1,1900
Hachaichi,Zafzouf,1900,1,1,1900
Hached,Jelassi,1900,1,1,1900
Hadded,Slamia,1900,1,1,1900
Hadjouj,Hamba,1900,1,1,1900
Hafsia,Landjerit,1900,1,1,1900
Hafsia,Razgallah,1900,1,1,1900
Hajri,Ketari,1900,1,1,1900
Hajri,Sedrine,1900,1,1,1900
Halfaoui,Meherzi,1900,1,1,1900
Hamba,Jouini,1900,1,1,1900
Hamba,Riahi,1900,1,1,1900
Hamdoun,Mokdad,1900,1,1,1900
Hammami,Mlouka,1900,1,1,1900
Hammami,Mrad,1900,1,1,1900
Hammami,Sfar,1900,1,1,1900
Hamoudiya,Mehri,1900,1,1,1900
Hamrouni,Hchim,1900,1,1,1900
Hamza,Ismail,1900,1,1,1900
Hanachi,Mahmoud,1900,1,1,1900
Hanachi,Zehani,1900,1,1,1900
Hanafi,Zehani,1900,2,2,1900
Hantous,Jadoui,1900,1,1,1900
Hantous,Tanfous,1900,1,1,1900
Hassaïri,Jemiaa,1900,1,1,1900
Hassine,Romdhane,1900,1,1,1900
Hayder,Khaznadar,1900,1,1,1900
Hchim,Hechmi,1900,1,1,1900
Helali,Kallel,1900,1,1,1900
Hemriti,Hmida,1900,1,2,1875
Hemriti,Lakhoua,1900,1,1,1900
Hemriti,Salem,1900,1,1,1900
Hemriti,Slimani,1900,1,1,1900
Hentati,Kallel,1900,1,1,1900
Hicheri,Osman,1900,1,1,1900
Hicheri,Petersen,1900,1,1,1900
Hosni,Koubaji,1900,1,1,1900
Ismail,Kaddour,1900,1,1,1900
Ismail,May,1900,1,1,1900
Ismail,Smati,1900,1,1,1900
Jaafar,Memmi,1900,1,1,1900
Jaafar,Soudani,1900,1,1,1900
Jazi,Tabbane,1900,1,1,1900
Jaziri,Mazouni,1900,1,1,1900
Jemaa,Mamlouk,1900,1,1,1900
Jerbi,Khassassi,1900,1,1,1900
Jmal,Kotrane,1900,1,1,1900
Jouhri,Youssef,1900,1,1,1900
Kabani,Zaafrani,1900,1,1,1900
Kacem,Mlouka,1900,1,1,1900
Kahia,Khaznadar,1900,1,1,1900
Kalai,Refai,1900,1,1,1900
Kalfat,Mlouka,1900,1,1,1900
Kallel,Samia,1900,1,1,1900
Kamel,Mahjoub,1900,1,1,1900
Kaouech,Khelil,1900,1,1,1900
Karkar,Kotrane,1900,1,1,1900
Karkouba,Sohlobji,1900,1,1,1900
Karoui,Kotrane,1900,1,1,1900
Karoui,Zaafrani,1900,1,1,1900
Kasraoui,Romdhane,1900,1,1,1900
Kasri,Zmerli,1900,1,1,1900
Kassar,Mrad,1900,1,1,1900
Kchouk,Nila,1900,1,1,1900
Kebaili,Lévy-Despas,1900,1,1,1900
Kebaili,Romdhane,1900,1,1,1900
Kebaili,Senut,1900,1,1,1900
Kechrid,Malouche,1900,1,1,1900
Kechrid,Namou,1900,1,1,1900
Kechrid,Sfar,1900,1,1,1900
Kefi,Mousli,1900,1,1,1900
Khachlouf,Zeghab,1900,1,1,1900
Khaddar,Maamouri,1900,1,1,1900
Khalsi,Lakhoua,1900,1,1,1900
Khelil,Mrad,1900,1,1,1900
Khemiri,Siala,1900,1,1,1900
Khira,Riahi,1900,1,1,1900
Khouaja,Mlouka,1900,1,1,1900
Khoufi,Miled,1900,1,1,1900
Klepatsky,Slim,1900,1,1,1900
Kotrane,Rejab,1900,1,1,1900
Krid,Zafzouf,1900,1,1,1900
Ladjimi,Romdhane,1900,1,1,1900
Ladjimi,Yahia,1900,1,1,1900
Lamine,Mzah,1900,1,1,1900
Lamine,Sfar,1900,1,1,1900
Lamine,Trad,1900,1,1,1900
Laribi,Mnara,1900,1,1,1900
Larnaout,Miled,1900,1,1,1900
Laroussi,Mahjoub,1900,1,1,1900
Laroussi,Miled,1900,1,1,1900
Liimatainen,Siala,1900,1,1,1900
Louhichi,Mehri,1900,1,1,1900
Lounitch,Mrad,1900,1,1,1900
Louzir,Maaouia,1900,1,1,1900
Maamouri,Sghaier,1900,1,1,1900
Maamouri,Slimane,1900,1,1,1900
Maamouri,Zitouna,1900,1,2,1875
Mahjoub,Meddeb,1900,1,1,1900
Mahjoub,Mnakbi,1900,1,1,1900
Mahjoub,Temimi,1900,1,1,1900
Mahrez,Samouda,1900,1,1,1900
Majdoub,Zaafrani,1900,1,1,1900
Makhlouf,Miled,1900,1,2,1875
Makhlouf,Mrad,1900,2,2,1900
Makhlouf,Othman,1900,1,1,1900
Makhlouf,Slimen,1900,1,1,1900
Malouche,Ounis,1900,1,1,1900
Mami,Turki,1900,1,1,1900
Mamlouk,Zohra,1900,1,1,1900
Manjour,Moussa,1900,1,1,1900
Massia,Saccoman,1900,1,1,1900
May,Turki,1900,1,1,1900
Mbarek,Yahia,1900,1,1,1900
Meddeb,Ouanes,1900,1,1,1900
Meddeb,Slama,1900,1,1,1900
Meddeb,Slimane,1900,1,1,1900
Meherzi,Mrad,1900,1,1,1900
Meherzi,Sfar,1900,1,1,1900
Meherzi,Zakkaria,1900,1,1,1900
Miceli,Yahia,1900,1,1,1900
Miled,Mrad,1900,2,2,1900
Miled,Oueslati,1900,1,1,1900
Miled,Zidi,1900,1,1,1900
Mlouka,Oukaci,1900,1,1,1900
Mlouka,Pedone,1900,1,1,1900
Mouaffak,Saighi,1900,1,1,1900
Mrabet,Zouabi,1900,1,1,1900
Mrad,Othman,1900,1,1,1900
Mrad,Ouertani,1900,2,2,1900
Mrad,Refai,1900,1,1,1900
Mrad,Saïd,1900,1,1,1900
Mrad,Saïdi,1900,1,1,1900
Mrad,Slama,1900,1,1,1900
Mrad,Zidi,1900,2,3,1850
Naji,Yahia,1900,1,1,1900
Néji,Zafzouf,1900,1,1,1900
Othman,Soua,1900,1,1,1900
Oued,Zouari,1900,1,1,1900
Rahal,Romdhane,1900,1,1,1900
Rejab,Youssef,1900,1,1,1900
Rejab,Zenaidi,1900,1,1,1900
Saffar,Zafzouf,1900,1,1,1900
Siala,Zaafrani,1900,1,1,1900
Slama,Tabbane,1900,1,1,1900
Slamia,Zouiten,1900,1,1,1900
Soua,Tebourbi,1900,1,1,1900
Temimi,Zbouna,1900,1,1,1900
Tortorici,d'Affronto,1900,1,1,1900
Youssef,Zouhir,1900,1,1,1900
Aba,Bouslama,1925,1,1,1925
Abassi,Dhiafat,1925,1,1,1925
Abassi,Hayder,1925,1,1,1925
Abassi,Herbin,1925,1,1,1925
Abassi,Touzani,1925,1,1,1925
Abassi,Zakour,1925,1,1,1925
Abbassi,Bouthour,1925,1,1,1925
Abbes,Blaiech,1925,1,1,1925
Abbes,Osman,1925,1,1,1925
Abdallah,Azzouz,1925,1,1,1925
Abdallah,Bostangi,1925,1,1,1925
Abdallah,Lahbib,1925,1,1,1925
Abdallah,Redissi,1925,2,2,1925
Abdallah,Soudani,1925,1,1,1925
Abdallah,Zakiz,1925,1,1,1925
Abdelhak,Guebila,1925,1,1,1925
Abdeljaoued,Balanche,1925,1,1,1925
Abdeljaoued,Mzali,1925,1,1,1925
Abdelkader,Tnani,1925,1,1,1925
Abdelkafi,Maaouia,1925,1,1,1925
Abdelkafi,Salah,1925,1,1,1925
Abdelkrim,Siala,1925,1,1,1925
Abdelmoula,Bahroun,1925,1,1,1925
Abdelmoula,Belkhodja,1925,1,1,1925
Abdelmoula,Gastli,1925,1,1,1925
Abdelmoula,Karma,1925,1,1,1925
Abdelmoula,Kort,1925,1,1,1925
Abdelmoula,Ladjimi,1925,1,1,1925
Abdelmoula,Messaadi,1925,1,1,1925
Abdelmoula,Milazzo,1925,1,1,1925
Abdelmoula,Ounis,1925,1,1,1925
Abdelmoula,Rekik,1925,1,1,1925
Abdelmoula,Youssef,1925,1,1,1925
Abdennabi,Chaouch,1925,1,1,1925
Abdennabi,Néji,1925,1,1,1925
Abdennabi,Skander,1925,1,1,1925
Abdennebi,Belkadhi,1925,1,1,1925
Abdennebi,Brahem,1925,1,1,1925
Abdennebi,Ezzeddine,1925,1,1,1925
Abdennebi,Khil,1925,1,1,1925
Abdennebi,Néji,1925,1,1,1925
Abderrazak,Bahi,1925,1,1,1925
Abed,Badssi,1925,1,1,1925
Abed,Gaigi,1925,1,1,1925
Abed,Redissi,1925,1,1,1925
Abed,Stambouli,1925,1,1,1925
Abid,Allal,1925,1,1,1925
Abid,Bouassida,1925,1,1,1925
Abid,Gorgi,1925,1,1,1925
Abid,Khemiri,1925,1,1,1925
Abid,Klibi,1925,1,1,1925
Abid,Masmoudi,1925,1,1,1925
Abid,Mrad,1925,1,1,1925
Abidine,Ghachem,1925,1,1,1925
Achour,Azzouz,1925,1,1,1925
Achour,Bacha,1925,2,2,1925
Achour,Hached,1925,1,1,1925
Achour,Kassar,1925,1,1,1925
Achour,Mrad,1925,1,1,1925
Achour,Ouakdi,1925,1,1,1925
Adhoum,Lahbib,1925,1,1,1925
Ahmed,Mhedhbi,1925,1,1,1925
Ahmed,Osman,1925,1,1,1925
Ahmed,Snoussi,1925,1,1,1925
Aidoudi,Cherif,1925,1,1,1925
Aissa,Bey,1925,1,1,1925
Aissa,Dellagi,1925,1,1,1925
Aissa,Denguezli,1925,1,1,1925
Aissa,Douik,1925,1,1,1925
Aissa,Robbana,1925,1,1,1925
Aissaoui,Chakouani,1925,1,1,1925
Aissaoui,Meddah,1925,1,1,1925
Aissaoui,Youssef,1925,1,1,1925
Aissaoui,Zouabi,1925,1,1,1925
Aitani,Hamila,1925,1,1,1925
Ajam,Mrad,1925,1,1,1925
Akkari,Gaigi,1925,1,1,1925
Akrout,Ghoul,1925,1,1,1925
Akrout,Kallel,1925,2,2,1925
Akrout,Sahli,1925,1,1,1925
Aleya,Bouhafa,1925,1,1,1925
Ali,Derouiche,1925,1,1,1925
Ali,Farza,1925,1,1,1925
Ali,Haouech,1925,1,1,1925
Ali,Kefi,1925,1,1,1925
Ali,Letaïef,1925,1,1,1925
Ali,Mansour,1925,1,1,1925
Ali,Mufti,1925,1,1,1925
Ali,Zid,1925,1,1,1925
Allagui,Attia,1925,1,1,1925
Allagui,Blaiech,1925,1,1,1925
Allouche,Baïram,1925,1,1,1925
Alouane,Mrad,1925,1,1,1925
Aloui,Chamakh,1925,1,1,1925
Aloui,Mhedhbi,1925,1,1,1925
Aloui,Skanji,1925,1,1,1925
Alouini,Atallah,1925,1,2,1900
Alouini,Belkhiria,1925,1,1,1925
Alouini,Cherif,1925,1,1,1925
Alouini,Fourati,1925,3,3,1925
Alouini,Hachicha,1925,1,1,1925
Alouini,Kechrid,1925,1,1,1925
Aloulou,Guebila,1925,1,1,1925
Amara,Temimi,1925,1,1,1925
Ameur,Mezlini,1925,1,1,1925
Ameur,Mohsen,1925,1,1,1925
Ameur,Rustum,1925,1,1,1925
Ammar,Aouali,1925,1,1,1925
Ammar,Bakha,1925,1,1,1925
Ammar,Beji,1925,1,1,1925
Ammar,Bouchnak,1925,1,1,1925
Ammar,Boughedir,1925,1,1,1925
Ammar,Djemali,1925,1,1,1925
Ammar,Errais,1925,1,2,1900
Ammar,Ghanjati,1925,1,1,1925
Ammar,Hajjar,1925,1,1,1925
Ammar,Hanafi,1925,1,1,1925
Ammar,Kassar,1925,1,1,1925
Ammar,Miled,1925,1,1,1925
Ammar,Sakka,1925,1,1,1925
Ammar,Sellami,1925,1,1,1925
Amor,Bartakiz,1925,1,1,1925
Amor,Bey,1925,1,1,1925
Amor,Brahim,1925,1,1,1925
Amor,Challouf,1925,1,1,1925
Amor,Ettabaa,1925,1,1,1925
Amor,Fors,1925,1,1,1925
Amor,Gueddiche,1925,1,2,1900
Amor,Langar,1925,1,1,1925
Amor,Mechti,1925,1,1,1925
Amor,Mrad,1925,1,3,1875
Anane,Jilani,1925,1,1,1925
Anane,Mechichi,1925,1,1,1925
Andrée,Bey,1925,1,1,1925
Annabi,Errais,1925,1,1,1925
Annabi,Jazi,1925,1,1,1925
Anoun,Mezrioui,1925,1,1,1925
Aouichi,Belochi,1925,1,1,1925
Aouina,Slamia,1925,1,1,1925
Arab,Ennigrou,1925,1,1,1925
Arfaoui,Azzabi,1925,1,1,1925
Ariguib,Kebir,1925,2,2,1925
Armanasi,Hamila,1925,1,1,1925
Aroui,Bouraoui,1925,1,1,1925
Asses,Dhrif,1925,1,1,1925
Atallah,Fourati,1925,2,2,1925
Atallah,Mrabet,1925,1,1,1925
Ateb,Bejaoui,1925,1,1,1925
Ati,Dhaoui,1925,1,1,1925
Ati,Kahia,1925,1,1,1925
Ati,Landolsi,1925,1,1,1925
Attia,Dhaou,1925,1,1,1925
Attia,Esseghir,1925,1,1,1925
Attia,Osman,1925,1,1,1925
Attia,Sedrine,1925,1,1,1925
Attia,Tnani,1925,1,1,1925
Attia,Youssef,1925,1,1,1925
Ayachi,Mahmoud,1925,1,1,1925
Ayachi,Sfar,1925,1,1,1925
Ayadi,Bahri,1925,1,1,1925
Ayadi,Djilani,1925,2,2,1925
Ayadi,Essaidi,1925,1,1,1925
Ayadi,Mahjoub,1925,1,1,1925
Ayari,Darghouth,1925,1,1,1925
Ayari,Hentati,1925,1,1,1925
Ayed,Bornaz,1925,1,1,1925
Ayed,Haouech,1925,1,1,1925
Ayed,Jaïbi,1925,1,1,1925
Ayed,Kourda,1925,1,3,1900
Ayed,Salah,1925,1,2,1875
Ayed,Salem,1925,1,1,1925
Ayed,Viguier,1925,1,1,1925
Ayoub,Cherif,1925,1,1,1925
Ayoub,Hafsa,1925,1,1,1925
Aziza,Guiga,1925,1,1,1925
Azizi,Torjemane,1925,1,1,1925
Azouz,Bouthour,1925,1,1,1925
Azouz,Hayder,1925,1,1,1925
Azzabi,Jebalia,1925,1,1,1925
Azzouz,Baraket,1925,1,1,1925
Azzouz,Bey,1925,1,3,1875
Azzouz,Zarrouk,1925,1,2,1900
Babay,Mestiri,1925,1,1,1925
Babbou,Chaâbana,1925,1,1,1925
Baccar,Gaigi,1925,1,1,1925
Baccouche,Bouker,1925,1,1,1925
Baccouche,Cherif,1925,1,1,1925
Baccouche,Gallas,1925,1,1,1925
Baccouche,Hayder,1925,1,1,1925
Baccouche,Lakhdhar,1925,1,1,1925
Baccouche,Zouiten,1925,1,1,1925
Baccour,Hamida,1925,1,1,1925
Bach,Temimi,1925,1,1,1925
Bacha,Cherif,1925,1,1,1925
Bacha,Dellil,1925,1,1,1925
Bacha,Tnani,1925,1,1,1925
Bacha,Zitoun,1925,1,1,1925
Bader,Chelbi,1925,1,1,1925
Bader,Gordah,1925,1,1,1925
Baffoun,Bey,1925,1,1,1925
Bahi,Chelbi,1925,1,1,1925
Bahi,Guellaty,1925,1,1,1925
Bahi,Hendaoui,1925,1,1,1925
Bahi,Laouiti,1925,1,1,1925
Bahi,Selmene,1925,1,1,1925
Bahi,Sfar,1925,1,1,1925
Bahi,Torjemane,1925,1,1,1925
Bahi,Zitouna,1925,1,1,1925
Bahri,Bey,1925,1,1,1925
Bahri,Boudhina,1925,1,1,1925
Bahri,Hachaichi,1925,1,1,1925
Bahri,Hamzaoui,1925,1,1,1925
Bahroun,Mghirbi,1925,1,2,1900
Baltagi,Bessaies,1925,1,1,1925
Baly,Khanfir,1925,1,1,1925
Baoueb,Bouarrouj,1925,1,1,1925
Baoueb,Lasram,1925,1,1,1925
Baoueb,May,1925,1,1,1925
Baoueb,Mustapha,1925,1,1,1925
Baraket,Bey,1925,1,1,1925
Baraket,Mouaffak,1925,1,1,1925
Baraër,Gaigi,1925,1,1,1925
Barbanoy,Cherifa,1925,1,1,1925
Barbirou,Chebil,1925,1,1,1925
Bassoum,Bennour,1925,1,1,1925
Basti,Saiji,1925,2,2,1925
Batarekh,Hamila,1925,1,1,1925
Batich,Mlouka,1925,1,1,1925
Battikh,Chedli,1925,1,1,1925
Bayar,Khattech,1925,1,1,1925
Baïram,Belkadhi,1925,1,1,1925
Baïram,Bey,1925,1,1,1925
Baïram,Goubaa,1925,1,1,1925
Baïram,Lazrak,1925,1,1,1925
Baïram,Mami,1925,1,1,1925
Baïram,Naccache,1925,1,1,1925
Baïram,Sahli,1925,1,1,1925
Becker,Larbi,1925,1,1,1925
Bedei,Touzani,1925,1,1,1925
Bejaoui,Essebsi,1925,1,1,1925
Beji,Mabrouk,1925,1,2,1900
Belhadj,Brahim,1925,1,1,1925
Belhadj,Laouiti,1925,1,1,1925
Belhadj,Tebourbi,1925,1,1,1925
Belhassen,Hentati,1925,1,1,1925
Belhassen,Lagha,1925,1,1,1925
Belhassen,Mufti,1925,1,1,1925
Belhassen,Zouari,1925,1,1,1925
Belhassine,Bey,1925,1,1,1925
Belhassine,Bouznade,1925,1,1,1925
Belhassine,Ladjimi,1925,1,1,1925
Belhassine,Mustapha,1925,1,1,1925
Belkadhi,Belkahia,1925,1,1,1925
Belkadhi,Boubaker,1925,1,1,1925
Belkadhi,Douik,1925,1,1,1925
Belkadhi,Jaied,1925,1,1,1925
Belkadhi,Maaouia,1925,1,1,1925
Belkadhi,Meddeb,1925,1,1,1925
Belkadhi,Ragonnaud,1925,1,1,1925
Belkadhi,Stambouli,1925,1,1,1925
Belkhiria,Bouhafa,1925,1,1,1925
Belkhodja,Farah,1925,1,1,1925
Belkhodja,Haouari,1925,1,1,1925
Belkhodja,Larguèche,1925,1,1,1925
Bellagha,Bennaceur,1925,1,1,1925
Bellagha,Hayder,1925,1,1,1925
Bellagha,Saïed,1925,1,1,1925
Bellagha,Zaafrani,1925,1,1,1925
Bellamine,Ferchiou,1925,1,1,1925
Bellamine,Hanachi,1925,1,1,1925
Bellamine,Jelili,1925,1,1,1925
Bellamine,Lakhoua,1925,1,1,1925
Bellamine,Zakour,1925,1,1,1925
Bellazrak,Sbaouelgi,1925,1,1,1925
Belochi,Hannachi,1925,1,1,1925
Beltaief,Cadhi,1925,1,1,1925
Benamor,Boutara,1925,1,1,1925
Benna,Khemiri,1925,1,1,1925
Bennaceur,Mufti,1925,1,1,1925
Bennaceur,Zaied,1925,1,1,1925
Bennani,Charbagi,1925,1,1,1925
Bennani,Chebil,1925,1,1,1925
Bennani,Essid,1925,1,1,1925
Bennani,Karoui,1925,1,1,1925
Bennani,Mzah,1925,1,1,1925
Bennani,Zafzouf,1925,1,1,1925
Bennour,Gmati,1925,1,1,1925
Bennour,Zbouna,1925,1,1,1925
Bergaoui,Chedli,1925,1,1,1925
Berrachid,Hjaiej,1925,1,1,1925
Berrachid,Trabelsi,1925,1,1,1925
Berrim,Boukardougha,1925,1,1,1925
Berrim,Mzoughi,1925,2,2,1925
Besbes,Bouslama,1925,1,1,1925
Besbes,Masmoudi,1925,1,1,1925
Bessaidi,Klibi,1925,1,1,1925
Bessaidi,Saibi,1925,1,1,1925
Bessaies,Mehdaoui,1925,1,1,1925
Bessaies,Sedrine,1925,1,1,1925
Bey,Binous,1925,1,1,1925
Bey,Bohli,1925,1,1,1925
Bey,Bostangi,1925,1,1,1925
Bey,Bourara,1925,1,1,1925
Bey,Bouzayen,1925,1,1,1925
Bey,Chaabini,1925,1,1,1925
Bey,Chattali,1925,1,1,1925
Bey,Dali,1925,1,1,1925
Bey,Daoud,1925,1,1,1925
Bey,Darghouth,1925,2,4,1900
Bey,Dziri,1925,1,1,1925
Bey,Eltaïef,1925,1,1,1925
Bey,Essafi,1925,1,1,1925
Bey,Esseghir,1925,1,1,1925
Bey,Fakhfakh,1925,1,1,1925
Bey,Habib,1925,1,1,1925
Bey,Hachaichi,1925,1,1,1925
Bey,Haddad,1925,2,2,1925
Bey,Hassine,1925,1,1,1925
Bey,Hassoumi,1925,2,2,1925
Bey,Hayder,1925,1,10,1875
Bey,Jelili,1925,1,1,1925
Bey,Kahia,1925,1,6,1825
Bey,Kamel,1925,1,1,1925
Bey,Karray,1925,1,1,1925
Bey,Kchouk,1925,1,1,1925
Bey,Lahbib,1925,3,4,1900
Bey,Lakhoua,1925,1,1,1925
Bey,Mami,1925,1,1,1925
Bey,Manai,1925,1,1,1925
Bey,Marie,1925,1,1,1925
Bey,Mayl,1925,1,1,1925
Bey,Meddeb,1925,1,1,1925
Bey,Missoum,1925,1,1,1925
Bey,Mohamed,1925,1,1,1925
Bey,Mustapha,1925,1,1,1925
Bey,Nafti,1925,1,1,1925
Bey,Ouakdi,1925,1,1,1925
Bey,Pouil,1925,1,1,1925
Bey,Roubaud,1925,1,1,1925
Bey,Sabbagh,1925,1,1,1925
Bey,Sakka,1925,1,1,1925
Bey,Slama,1925,1,1,1925
Bey,Tebourbi,1925,1,1,1925
Bey,Zakkaria,1925,1,4,1875
Bey,Zarrouk,1925,1,2,1750
Bey,Zenaidi,1925,1,1,1925
Bey,Zid,1925,1,1,1925
Bezzaouia,Mrad,1925,1,1,1925
Bhouri,Chedli,1925,1,1,1925
Bizid,Bouraoui,1925,1,1,1925
Blaiech,Elloumi,1925,1,1,1925
Blaiech,Fourati,1925,1,1,1925
Blaiech,Rachid,1925,1,1,1925
Blaiech,Trabelsi,1925,2,2,1925
Blanc,Tortorici,1925,1,1,1925
Blouza,Chedli,1925,1,1,1925
Blouza,Mahjoub,1925,1,1,1925
Bornaz,Dahmani,1925,1,1,1925
Bornaz,Larguèche,1925,1,2,1900
Bouaouina,Mlouka,1925,1,1,1925
Bouassida,Kriaa,1925,1,1,1925
Bouassida,Mlawah,1925,1,1,1925
Bouaziz,Ferjani,1925,1,1,1925
Boubaker,Triki,1925,1,1,1925
Boubakeur,Kallel,1925,1,1,1925
Boudabbous,Salah,1925,1,1,1925
Boudakim,Selmene,1925,1,1,1925
Bouden,Zakour,1925,1,1,1925
Bouderba,Romdhane,1925,1,1,1925
Boudhief,Sedrine,1925,1,1,1925
Boudhina,Chammam,1925,1,1,1925
Boudhina,Metnani,1925,1,1,1925
Boudhina,Ouenzerfi,1925,1,1,1925
Boudhina,Temimi,1925,1,1,1925
Boudhina,Touhami,1925,1,1,1925
Boudhina,Zouaoui,1925,1,1,1925
Boudjedra,Tnani,1925,1,1,1925
Boufares,Herelli,1925,1,1,1925
Boughrara,Moussa,1925,1,1,1925
Bouguerra,Kaddour,1925,1,1,1925
Bouhadra,Mahmoud,1925,1,3,1875
Bouhadra,Zehani,1925,1,1,1925
Bouhafa,Mili,1925,1,1,1925
Bouhafa,Sahli,1925,1,1,1925
Bouhafa,Yamak,1925,1,1,1925
Bouhani,Khoudja,1925,1,1,1925
Bouhaouala,Essebsi,1925,1,1,1925
Bouhejba,Zid,1925,1,1,1925
Bouhlila,Laouiti,1925,1,1,1925
Boujemaa,Tnani,1925,1,1,1925
Boujemaa,Triki,1925,1,1,1925
Boukef,Torjemane,1925,1,1,1925
Boukhchina,Sghaier,1925,1,1,1925
Boukhris,Slim,1925,1,1,1925
Boukordegha,Malamelli,1925,1,1,1925
Boukraa,Tnani,1925,1,1,1925
Bouneb,Cheriki,1925,1,1,1925
Bouraoui,Driss,1925,1,1,1925
Bouraoui,Essebsi,1925,1,1,1925
Bouraoui,Fitouri,1925,1,1,1925
Bouraoui,Gahbiche,1925,1,1,1925
Bouraoui,Golli,1925,1,1,1925
Bouraoui,Hedda,1925,1,1,1925
Bouraoui,Maaroufi,1925,1,1,1925
Bouraoui,Mrad,1925,1,1,1925
Bouraoui,Ouahchi,1925,1,1,1925
Bouraoui,Sakka,1925,1,1,1925
Bouraoui,Taktak,1925,1,1,1925
Bourara,Essebsi,1925,1,1,1925
Bourguiba,Ferjani,1925,1,1,1925
Bourne,Romdhane,1925,1,1,1925
Bouslama,Chedli,1925,1,1,1925
Bouslama,Chekir,1925,1,1,1925
Bouslama,Hattab,1925,1,1,1925
Bouslama,Kerkeni,1925,1,1,1925
Bousnina,Jelili,1925,1,1,1925
Bousnina,Soua,1925,1,1,1925
Bousnina,Thabet,1925,1,2,1900
Boussoffara,Katlane,1925,1,1,1925
Bouthour,Fourti,1925,1,1,1925
Bouthour,Lakhdhar,1925,1,1,1925
Bouthour,Maaouia,1925,1,1,1925
Boutiti,Trabelsi,1925,1,1,1925
Boutouria,Maaref,1925,1,1,1925
Bouzakoura,Rejab,1925,1,1,1925
Bouzayen,Youssef,1925,1,1,1925
Bouzayen,Zaafrani,1925,1,1,1925
